,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0856976238216834,0.139988000443734,0.0273170654492285,0,0,0,0.0682110426368216,0,0,0,0,0
XRP,0,0,0.0450967481625858,0,0.135189585439937,0,0,0,0,0,0,0,0,0
LTC,0.215705486138733,0,0,0,0.104005814136778,0,0,0.0948126607039669,0,0,0,0,0,0.144714440761835
DASH,0,0.0386787193403949,0.0372535046588686,0,0.134893903251717,0.126148357855382,0,0,0,0,0,0,0,0
DOGE,0,0,0.124046049291412,0.300641165643481,0,0.171143723837704,0,0.040541038343584,0.000824968863605178,0,0,0,0,0
XLM,0,0.199575391931304,0,0,0.27869518705244,0,0,0,0.0396021607007563,0,0,0,0,0
XMR,0,0,-0.0569824768682713,0,0,0.0877465700128088,0,0,0.243358602803022,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.2394529975569,0,0,0,0.0520535027970419,0,0.369602187095641,0.0684352978908318,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708886768177092
CVIX.INDEX,0,0,0.000000745739304581431,0,0,0,0,0,0,0,0,0,0,0.0687185854491569
DXY.INDEX,0,0,0,0,0,0,0,0.000000381883214223248,0,0,0,0,0,-0.0154504065834891
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699957251016241
VIX.INDEX,0,0,0.000108139656054689,0,0.0000724007599562872,0,0,0.000240606699916619,0,-0.0990156113134419,0.191495561499116,0,-3.04944446877676,0
