,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0850784331493468,0.0249525193821013,0.0421780941186428,0,0,0,0.0543084466009483,0,0,0,0,0
XRP,0,0,0.0450967481625858,0,0.135189585439937,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0.12478519569879,0,0,0.0619108272980033,0,0,0,0,0,0.100157535875642
DASH,0,0.132298342232028,0.065256171031523,0,0.161739624823605,0.0482091913968739,0,0,0,0,0,0,0,0
DOGE,0,0,0.0939978837822842,0.244548247524516,0,0.19316273281674,0,0,0,0,0,0,0,0
XLM,0,0.199150267945733,0,0,0.278036282949461,0,0.00594448120066861,0,0.0390993647528971,0,0,0,0,0
XMR,0,0,-0.0560680449645864,0,0,0.091169800214472,0,0,0.240154241779141,0,0,0,0,0
XEM,0,0,0,0,0.220598649018924,0,0,0,0,0,0,0,0,0
DGB,0.131411894315503,0,0,0.024650779052851,0.0553301149287555,0,0.3657067590377,0.0718423067517733,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534671293816799
CVIX.INDEX,0,0,0.00000846877913331388,0,0,0,0,0,0,0,0,0,0,0.0687119895151116
DXY.INDEX,0,0,-0.00000000934920878197293,0,0,0,0,0,0,0,0,0,0,-0.0153233931549442
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699959688649211
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
