,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.37949244514243,0.0604541081535921,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0953548014097222,0,0,0,0,0.116821784895294,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.661830500028896,-0.00782297009449063,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274397882599961
XEM,0.4101621344481,0,0,0,0,0.173034712426813,0,0.193585357138273,0.0788192801086259,0.039261696192133,0,0,0,0,0
DASH,0,0.0570136498352327,0,0,0,0,0,0,0,0.0591561014030986,0,0,0,0,0.0661447118021834
DOGE,0.310758803636131,0,0.180060901266863,0,0,0,0,0,0,0,0,0,0,0,0.0328330043229678
XMR,0.309391298251151,0.106033555758419,0,0,0,0.121271896110293,0.160432658052879,0,0,0,0,0,0,0,0
XLM,0.10059235877178,0.0315925382434788,0,0,0.0923805310789503,0,0.0705282502077599,0.0879717529719899,0,-0.00487483289372334,0,0,0,0,0
DGB,-0.382902076609899,0,-0.359041468131821,0,0.131361330310137,0.40277261238689,0.35938798583685,0.0220198349667954,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0896639177775269
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000319931630880144,0,0,0,0,0.0476516992469029
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648294858058197
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.530306091635449,0,0,0
