,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0811593270656167,0.00208871122808083,0,0,0.0640824317305928,0.0226237650471409,0,0,0.0593077962373578,0,0.0641641360525399,0.0506610174909397,0,0,0,0,0
ETH,0,0,0,0.0387568755963729,0.0470555567104231,0,0,0,0.00000000000000000173472347597681,0.0885749864438373,0.0521720909567211,0,0,0,0.106219468141305,0,0,0,0,0
XRP,0,0,0,0,0.141830913402029,0,0,0,0.119434847939822,0.166901599258128,0,0,0,0,0.0477399486345273,0,0,0,0,0
BCH,0,0,0,0,0.233614053968589,0,0,0.197943192995089,0.054556427174179,0.241131728283732,0,0,0,0.0293238222744643,0,0,0,0,0,0
EOS,0,0,0,0.246765771569332,0,0,0,0.1491115883702,0.0769817965761875,0.059386569301978,0.048956845993457,0.0371473536800932,0,0,0,0,0,0,0,0
LTC,0,0,0,0.300150645434415,0.0659186001436874,0,0,0,0.144529214536706,0,0,0,0,0.0189517318003478,0,0,0,0,0,0
XLM,0,0,0,0.0676734811166672,0.0862776248074816,0,0,0.0157926603001231,0.169706956802865,0.0569661552803385,0,0,0,0,0.263372080963722,0,0,0,0,0
ADA,0,0,0,0.226960331838655,0.114381704605822,0,0,0,0.0984785982706947,0.0815970533625979,0,0,0,0,0.15549031031757,0,0,0,0,0
MIOTA,0,0,0,0.0422339062978972,0.115432615734423,0,0.151212216426643,0.120941913730909,0,0,0.36706370759432,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.152492439673969,0.180956751560564,0,0,0.181654523847148,0.0718170882358864,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.111077140305323,0.0741015965214485,0,0,0.0437825235793617,0.227703394401077,0.0644137711791322,0,0,0,0,0.143814516113278,0,0,0,0,0
XMR,0,0,0,0.353013913574541,0.0410229882893296,0,0,0,0.01806248333197,0,0.0236212493364478,0,0,0,0.0961023740850479,0,0,0,0,0
DASH,0,0,0,0.0335293898043652,0,0,0.0693600095747617,0,0.0525274878767683,0,0,0.0620920584632709,0,0.0743753552738037,0.260056813568096,0,0,0,0,0
ETC,0,0,0,0.294275273360642,0,0,0,0,0.133196758321431,0,0,0,0,0,0.0943746241109297,0,0,0,0,0
XEM,0,0,0,0.219338663175681,0.149628653891719,0,0,0,0.141777591737411,0,0.0169864843421737,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0632157247291419
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497083559997976
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
