,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.529980195868622,0,0,0,0.0525433881514845,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.102361688019811,0,0,0,0.0206172460918877,0.0272937984796691,0,0,0,0,0
LTC,0.453654570181407,0,0,0,0.0126282727629742,0,0,0.00498262098208936,0,0.00701688002567631,0,0,0,0,0
DOGE,0,0.0674933213752916,0,0.813653360277205,0,0,0.177175141417211,0,-0.00540286971750708,0,0,0,0,0,0.00971894197264865
DASH,0,-0.15976722260907,0,0,0,0,0,0,0,0.120746628079345,0,0,0,0,0
XLM,0,0,0,0,0.156580163621946,0,0,0,0.044721526218282,0.155226758537452,0,0,0,0,0
XMR,0.224466708957741,0,0,0,-0.00803390332872587,-0.12099938806036,0.225343765178764,0,0.0229602799957209,0,0,0,0,0,0
XEM,0,0,0,0,0.0902946247261169,0.313920606197389,0,0.152486565883612,0,0.186064411253784,0,0,0,0,0
DGB,0.369890027918889,0,0.377433664247204,0,0,0.138419751917428,0.133431804598591,0,0.0537428846371391,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380787810896975
CVIX.INDEX,0,0,0,0,0,0,0,0,-0.000000280871918587975,0.000000766166771005458,0,0,0,0,0.0525801212414099
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000116036500558309,0,0,0,0,-0.0998292929237839
VIX.INDEX,0,-0.00000891516763816125,0,0,0.0000799800661760262,0.0000184663203067283,0,0,0,0.00004324390264839,0,0,0,-2.45090032239209,0
