,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.000000000000000000216840434497101,0.136635297736119,0,0,0.0453325145578845,0.00412741788216795,0.0687845508010366,0.0208027247317443,0,0,0,0,0,0,0,0,0
ETH,0.159659660991069,0,0.125984083272042,0,0,0.0340566352625634,0.139994535782244,0,0.124416575286775,0,0,0,0,0,0,0,0,0
DASH,0.389547989807475,0.131226708287314,0,0,0,0.189336426361976,0,0.0159284176168902,0.327569959714209,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0668883493657516,0,0,0,0,0,0,0,0,0,0.0215348903768456,0,0,0,0,0
LTC,0.1362246198857,0,0.0017837739782911,0,0,0.050405654184207,0.0745091511757795,0.0068378555483704,0,0,0.0956097225535656,0,0,0,0,0,0,0
XMR,0.485803567589939,0,0.139102556942248,0,0.154006002519761,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0.14723035409275,0.128821631767422,0,0,0.0253049494430586,0,0,0,0,0.0888731208824504,0.0874023914765934,0,0,0,0,0,0
XEM,0.225020475861616,0,0.259246470941288,0,0,-0.101993154960314,0,0,-0.000000000000000000867361737988404,0,0.113098366132548,0,0,0,-0.348305265154366,0,0,0
ZEC,0,0,0.336856276721084,0,0.242932806188959,0,0.0945931609437409,0,0,0,0.0617660811771877,0.109761077411869,0.0117448783085613,0,0,0,0,0
DOGE,0.300657404977844,0,0,0.025070724426434,0.0247216785523253,0,0,0,0.0412427006243195,0,0,0,0.027622078681088,0,0,0,0,-0.117095420887415
XLM,0,0.0532352724930346,0,0.0876444910950302,0.140246162290256,0.101361154935285,0.160614034408568,0,0,0,0,0,0.00552249759876926,0,0,0,0,-0.165608566328131
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0657022043583253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0.00316664725365876,0,0,0,0,0.000220009344061569,0,0,0,0,-0.000553862064026625,0,0,0,0,-0.0523405057246924
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
