,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0516094433264005,0.0124730164168788,0.0592246717810656,0.0150976586590356,0,0,0,0.00860885055363224,0,0.0729781754876972,0,0,0,0,0,0,0,0,0
ETH,0,0,0.127377991468108,0.187708806999168,0,0,0,0.123638043739227,0,0.208015346978824,0.00679445743414187,0.000000000000000000216840434497101,0,0,0,0,0,0,0,0
XRP,0,0.151823807918297,0,0,0,0,0,0.307528221194376,0,0,0.160767326630857,0,0,0,0,0,0,0,0,-0.00721570760494264
BCH,0,0.375450000326702,0,0,0.0111238865550889,0,0,0.114474777177844,0,0.0818786895597913,0.0339609246874623,0.0459064847834153,0,0,0,0,0,0,0,0
EOS,0,0.25599058497978,0.0731513431985118,0,0,0,0,0.105603952226926,0,0,0,0.0881247916816245,0,0,0,0,0,0,0,0
XLM,0,0,0.169706487780132,0,0,0,0,0.327987084368901,0,0.0514991085872931,0,0,0,0.0600713448835924,0,0,0,0,0,0
LTC,0,0.0906675604062952,0.0250839517311497,0.0628328931167934,0,0,0,0.116023214617256,0,0,0.155120605820264,0.0476986165009219,0,0,0,0,0,0,0,0
ADA,0,0.122701973499095,0.0766129291355773,0,0,0.26492413245581,0,0,0,0.125103521388535,0,0,0,0.104389243356081,0,0,0,0,0,0
XMR,0,0.215335955920145,0.0813756480093272,0,0,0,0,0,0,0,0.0814977278598195,0,0,0.235458159352998,0,0,0,0,0,0
TRX,0,0.252101553222896,0,0.0127543552055385,0,0,0,0.351091372468113,0,0,0.221138112088402,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.125750492245821,0,0,0,0,0,0,0.146863217232161,0,0.0498437290125908,0,0.221240615533145,0,0,0,0,0,0
DASH,0,0.0320278671318463,0.0587258042226906,0,0.265560310314385,0,0,0,0,0.0300375356603802,0.0362367335536408,0,0,0.00601172825558818,0,0,0,0,0,0
BNB,0,0.0716291488216411,0.024229845231184,0,0,0,0,0,0.0182876408337337,0.126771717864388,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0.155525385882889,0,0,0.260773344808391,0.114665938345847,0,0,0,0,0,0,0,0
ETC,0,0.268060455983375,0.0458122533835333,0,0,0,0,0,0,0,0.0628901928689663,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355728950206059,0,0,0,0,0,-0.0424753847331027
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185470190952672
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0.0000000347974036853808,0,0,0,0,0,0,0,0,0,-0.0543438568218897
VIX.INDEX,0,-0.0274018471295734,0,0,0,0,0,0.00688079722062998,0,0,0,0.0084285848762124,0,-0.016516817640514,0,0,0.0561672287740482,0,-3.23830887042249,0
