,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0663881174100758,0.0876176144651424,0,0,0,0,0,0,-0.0344392965239515,0,0,0,0,0
ETH,0,0,-0.15260320525105,0,0.0880596242407132,0,0.0356656525216285,0.518895673173098,0,0.0965602283785854,0.151541757116542,0,0,0,0
LTC,0.48128039844222,-0.0798757234863598,0,0,0,0,0,0,0,-0.0015604856606505,0,0,0,0,-0.0053782620529695
XRP,0,0,0,0,-0.108640904157154,0,0.133322066885235,0,0.122482589196096,-0.0298357863193698,0,0,0,0,0.00820750530576668
DASH,0,0.0328212798105857,-0.0745574568021714,-0.086601765124234,0,0,0.0664084888847394,0,0,0.0467025023380098,0,0,0,0,0.056866113164859
DOGE,0.21298895437071,0,0,0.02209352664752,0,0,-0.10224358145488,0,0.100669202264863,-0.0527800303409678,0.0735148991340909,-0.163169593458283,0,0,0
XEM,0.352546451756335,0,0,0.465664118908188,0.135857133345916,-0.516498003189394,0,0.0476256947526266,0,0.0432440492351371,0,-0.0838456291651097,0,0,0
XMR,0,0.332990012640743,0,-0.0893732330617261,0,0,0,0,0.340602249220644,0,0,0,0,0,-0.0902889056028199
XLM,0.16028603087167,0.036399471826939,-0.0210266974235082,0.157225033299716,0,0.138647322239194,0,0.0408062285442382,0,-0.00514289600724609,0,0.0436958415021687,0,0,0
DGB,-0.33456740684445,0.132877920163581,0,0,0,0,0.23458304820219,0,0,0,0,0,0,0,-0.12409338370882
BV010082.INDEX,0,0.00473933075166654,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950762152390165
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,-0.000000202455737740801,0,0,0,0,0,0,0,0,0.00509224744342385,0,0,0,-0.0834795757344196
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.530318113241286,0,0,0
