,BTC,ETH,XRP,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0751516256537968,0,0,0,0.00343249275067478,0,0,0,0.185192475678953,0,0.114816672326924,0,0,0,0,0,0
ETH,0,0,0,0.126401161081647,0.0552492872318523,0,0,0,0,0,0,0.199170288131013,0,0.161869969022375,0,0,0,0,0,0
XRP,0,0.0244379583652927,0,0.075745772172653,0,0.0927414002314788,0,0,0,0.177400445713165,0.0451504088121002,0,0,0,0,0,0,0,0,0
BCH,0,0.293936219895559,0,0,0.23978991284602,0.0696235231433946,0,0.0441823585876289,0,0.103547660297238,0,0,0,0,0,0,0,0,0,0
EOS,0,0.176859871024553,0,0,0,0.148777989991135,0.101460460913509,0,0,0.202089553178649,0,0,0,0.0894750064804154,0,0,0,0,0,0
XLM,0,0.205965927871859,0,0.112115293753166,0.141537198085021,0,0,0,0,0,0,0.140508184403311,0,0,0,0,0,0,0,0
LTC,0,0.0873713093448727,0,0.102213942373335,0.11831551106215,0,0,0,0,0.109944516250774,0.0574532300250469,0,0,0.0592192642601427,0,0,0,0,0,0
BSV,0,0,0,0.617708189889067,0,0,0,0,0,0,0.0444167870280116,0,0,0,0,0,0,0,0,0
TRX,0,0.119656365055201,0,0.117146235045115,0,0,0,0,0,0.310009528848497,0,0,0.022116417632663,0,0,0,0,0,0,0
ADA,0,0.385295259622574,0,0.144627934145307,0.155184707290044,0,0,0,0.0323568538798574,0,0,0,0,0.0182569873147579,0,0,0,0,0,0
MIOTA,0,0.114044854462543,0,0.133311616196787,0.105230697227058,0,0,0.0205797467955498,0,0,0,0,0,0.27767971477193,0,0,0,0,0,0
XMR,0,0,0,0.158047474834878,0.0201033960583526,0,0,0.000858150508040713,0,0,0,0,0,0.285093906054805,0,0,0,0,0,0
BNB,0,0,0,0,0.163664506363469,0.0720428809953293,0.159906214534914,0,0,0.0224248834526823,0.0469607098279312,0,0,0.0202170251124847,0,0,0,0,0,0
DASH,0,0.0255556754215761,0,0.124413816171186,0.153441475928382,0,0,0,0,0.0811880682593578,0,0.169073487965511,0,0,0,0,0,0,0,0
XEM,0,0,0,0.103962056352496,0,0,0,0.00315656891811518,0.0615008958627924,0,0,0.152483267435882,0,0.098647651460388,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00379480940918065,0,0,0,0,0,-0.0705693561284766
CVIX.INDEX,0,0,0,0,-0.00000160480579735023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374003615500096
DXY.INDEX,0,0,0,-0.0000010879667778388,0,0,0.00000659373824984142,0.000000694596331927279,0,0,-0.00000698227914737464,0,0,0,0,0.0692887849585402,0,0,0,-0.0021358818461561
SPX.INDEX,0,0,0,0,0,0,0,0.0000019706618091724,0,0,0.00000731041395972775,0,0,0,0,0,0,0,0,-0.121466766474647
VIX.INDEX,0,0,0,0,-0.0000094245557323337,0,-0.00000109997713596018,0.00000194796573440843,0.0000225522438961517,0,0,0,0,0,-0.0000121943181731752,0,0,0,-1.74840583820172,0
