,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.25352080666467,0.0234313597121893,0,0,0,0,0.0130601819011372,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.00522828419447528,0.0511160311514322,0,0,0.0162755914163027,0.184474648841235,0,0.127643553753381,0,0,0,0,0
XRP,0,0.0920479864677859,0,0,-0.0469997626686717,0.0237470320379791,0,0.0398040083384671,0,0,0.0423975509624596,0,0.0591670996685594,0,0,0,0,-0.042849949822889
LTC,0.454598055751297,0,0,0,0,0,0,0,0,0,0.00215990387191396,-0.0113848490902583,0,0,0,0,0,0
XMR,0.534576856557257,0,0,0.13516550461268,0,-0.05110859438917,0.247547722916871,0.299196461425019,0,0.0711269511257754,0,0,0,0,0,0,0,0.0865203708156283
ETC,0,0,0,0,0,0,0.479172250315362,0.0728253950366787,0,0.0641168542407709,0,0,0.177354130991558,0,0,0,0,0
DASH,0,0.131875502463107,0,0,0.0151636428558538,0.223360874874327,0,0,0,0,0.0441462244003209,0,0,0,0,0,0,0.021318791861279
XEM,0,0,0,0,0,0,0.219854095587958,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.023186543356087,0,0.19824763458863,-0.058291705862309,0.0674004203903181,0.0220192405190943,0.0151768207660894,0,0,-0.0232450782666185,0.00566876994129731,0,0,0.0300726712930349,0,0,0
ZEC,0,0.0780017577710642,0,0.368003536002318,0.0745113785481461,0,0.205117314319848,0,0,0,0,0,0.422180195949423,0,0,0,0,0
XLM,0,0.206160565898084,0,0,0,0.00507485806961447,0.107461843888507,0,0,-0.0128665666114654,0,0,0,0,0,0,0,0
NEO,0,0,0,-0.282944530531804,0,0,0,0.0627785014096054,0.377611245514887,-0.0851092415481229,0,0,0,-0.47211197207995,0.0515187037442933,0,0,0
DGB,-0.241837296737936,0.260754108966922,0.538933002173661,0,0,0.170107195922344,-0.154062063781331,0,0,0.0336200943809331,-0.0277418046012311,0,0,0,0,0,0,0.0587748141184455
BV010082.INDEX,0,0,0,0,0,0.0030953834959132,0,0,0,0,0.00247395757683632,0,0,0,0,0,0,-0.0578969291858498
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0.000640128335880434,0,0.00189894428220511,0,0,0,0,0.00829942936901159,0,0,0,0,-0.0174903597249845
SPX.INDEX,0,0,0,0,0,0,0,0,0,0.000000440005439485869,-0.0000030911134464912,0,0,0,0,0,0,-0.041597864416557
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
