,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.366866715376794,0,0.0324866754228636,0,0.0181837952457332,0.000000000000000000867361737988404,0.0261045969433983,0,0,0,0,0
XRP,0,0,0.319084501603093,0,0,0,-0.0406507747081495,0.0386598917225031,0,0,0,0,0,-0.0440875563322625
LTC,0.105616026809776,0,0,0,0.0204902377109442,0,0,0.0156394851270479,0.0407798755558936,0,0,0,0,0
DASH,0,0,0,0,0.0623832515107496,0.154099918977908,0,0,0,0,0,0,0,-0.0999227100271779
DOGE,0.622577503282477,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0.20854574345501,0.110690990621728,0,0.0674144036679833,0.186420654138646,0,0.0184413960435691,-0.0655261498281267,0.0504085376970061,0,0,0,0,0
XMR,0.953195613926841,-0.186751397820978,0,0,0,0,0,-0.225207563015046,0,0,-0.110623606800646,0,0,-0.0669297324474261
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.310815343551057,0,0.390511192170422,0,0,0,0,0.00479029202401427,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0131453803152866,0,-0.020617344946678,-0.0390335244866094,0.0350497986979511,0,0.051095360323637,0,0,0.038691693489069
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,-0.000000258132563181312,0.000000370940913329035,0,0,-0.000000773192278593418,-0.00000143564193901659,0,0.0824952111318855,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686253364158107
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
