,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.084269387789913,0.137087022041107,0.031671733138437,0,0,0,0.0817031152459078,0,0,0,0,0
XRP,0,0,0.0319805532976488,0,0.107326915497338,0,0,0,0,0,0,0,0,0
LTC,0.37067348589237,0,0,0.00933578038416333,0.0992918951973923,0,0,0.0836274658712646,0,0,0,0,0,0.113789938172567
DASH,0.0751679210275818,0.0622376919748427,0.0232890584859757,0,0.117366737663012,0.157200280901043,0.0398824291843712,0,0,0,0,0,0,0
DOGE,0,0,0.105142515507245,0.338100085745737,0,0.216211817223115,0,0,0,0,0,0,0,0
XLM,0,0.184492265561563,0,0,0.294496171545599,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.0313633119500501,0.0530608905680107,0,0.0334516996244141,0,0.000000000000000000867361737988404,0.359173007012148,0,0,0,0,0
XEM,0,0,0,0,0.21744732083841,0,0,0,0,0,0,0,0,0
DGB,0.25849388011191,0,0,0,0.0307714167277688,0,0.372761982098708,0.071393790388898,0,0,0,0,0,0.0246841120001929
BV010082.INDEX,0,0,-0.000774914850851763,0,0,0,0,0,0,0,0,0,0,-0.0527512908954985
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840995624833588
DXY.INDEX,0,0,-0.0000000204557008934721,0,0,0,0,0,0,0,0,0,0,-0.012791619722047
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699970581326831
VIX.INDEX,0,0,0.00000971301174016397,0,0.0000812834893558264,-0.0000277841836912037,-0.0000185968174151622,0,0,-0.218032285396061,0.177284319141915,0,-2.68977458301339,0
