,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0755918007601317,0.00996348872316344,0,0,0.0294076079427026,0.0467022368089465,0,0.093932757034754,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.14618034992721,0,0,0,0,0.0949881766113006,0.234830879897587,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.181790398566237,0,0,0,0.20003858613623,0.106447422613045,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.280396779506896,0,0,0.102050991751397,0.0164169270912852,0.187220458420824,0.0181291430284985,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.32583151526535,0,0,0,0,0.182840991704167,0.109509352984705,0,0,0,0,0,0,0,0,0,-0.00528757863004246
XLM,0,0,0,0,0.0493939031076552,0,0,0.525002947457346,0.10300277771705,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.353856698415102,0.0320305585680155,0,0,0,0.105621312847669,0,0.0133598989651216,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.223347859105561,0.0201056651739282,0.124271466477081,0,0,0.15194369438772,0,0,0,0,0,0.168380701259311,0,0,0,0,0
MIOTA,0,0,0,0.215729762280167,0.056773163520415,0,0,0,0,-0.000000000000000000433680868994202,0,0.500543581639072,0,0,0,0,0,0,0,0
TRX,0,0,0,0.33635602271011,0.130124323400977,0.0324781415956043,0,0.0205072127514642,0.0740132851854335,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.541630040079946,0,0,0,0,0.00708833425377996,0,0,0.00851585125982929,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0364832993304768,0.157217406272557,0,0,0,0.405656624251031,0,0,0,0,0,0.108426658942023,0,0,0,0,0
DASH,0,0,0,0.215426294856762,0,0.178790676301335,0,0,0,0,0,0.00557806974706278,0,0.0431524053024905,0,0,0,0,0,0
ETC,0,0,0,0.288262229069164,0,0,0,0,0.0667572665308523,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.0659886418459211,0.149004762894714,0.0753442140712258,0,0.151778948729723,0,0,0,0.0470287352077945,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682942804228605
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046036866005116
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
