,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.354805690078053,0,0,0,0,0.0903840130474227,0,0,0,0,0,0,0
XRP,0,0,0,-0.0789773486770056,0,0,0.177325639870811,0,0.00363500118667158,0,0,0,0,0,0
LTC,0.603209662671119,0,0,0,0,0,0,0,0.00703362617227889,0,0,0,0,0,-0.000000000000000000433680868994202
ETH,0,0,0,0,0,0,0,0.145278172792546,0,0.0328098026487295,0,0,0,0,0
DASH,0.291618006629174,0.0736726641029913,0,-0.299179647760415,0,0,0,0,0,-0.0266276769873761,0,0,0,0,-0.000000000000000000433680868994202
DOGE,0.438425790306171,0,0.083852495798968,0,0,0,0,0,0.0483140816428623,0,0,0,0,0,0
XLM,0.0776288082023903,0.254188575854193,0.171470096117564,0,0,0.0136914578037546,0,0,0,0.122387821149349,0,0,0,0,-0.0583981900072468
XMR,0.680655701703383,0,0,0,0,0.0433907172441347,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0.34184735295756,0.14674991419956,0,0,0,0,0,0,0,0.0636780972628098
DGB,0.738924887942595,-0.233598683347141,0,0,-0.210534614468404,-0.266154143271716,0.468745930484917,0,0.0305681836989523,0,0,0,0,0,0.193681902219634
BV010082.INDEX,0,0,0,0,0,0,0,0,0.00683089079181068,0,0,0,0,0,-0.0393339427397154
CVIX.INDEX,0,0,0,0,0.000000101924544721538,0,0,0,0,0,0,0,0,0,0.0294813153093177
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00358829575811654
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903068450780314
VIX.INDEX,0,0.000909084540396352,-0.000772226452991216,0,-0.0000775060266427889,0,0,0,0,0.000175291824105355,0,0,0,-4.56843193885779,0
