,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0811916358458147,0.0233829742760449,0.0465167417564549,0,0,0,0.0373145473344516,0,0,0,0,0
XRP,0,0,0.0423858209383871,0,0.216061634589556,0.107473566378311,-0.12690060183062,0,0,0,-0.0539573932315256,0,0,-0.00187695973899179
LTC,0,0,0,0,0.324098748030865,0,0,0.153160819914641,0,0,0,0,0,0.286011169098199
DASH,0.288053885489165,0,0.0738517266481616,0,0.106253834448996,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.107189422142274,0.337622463506738,0,0,0,0,0.0101003077364336,0,0,0,0,0
XLM,0,0,0,0,0.196356872697249,0,0.0645375926167652,0,0.10324158481908,0,0,0,0,0
XMR,0.443428377619945,0,-0.0118099647494031,0,0,0.0196727421460645,0,-0.0485139269185788,0.319667040555549,0,0,0,0,0.0100998128582391
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.139717230681494,0,0.329471884472668,0.0445221981583584,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708886768177092
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050622931181348
DXY.INDEX,0,0,0,0,0,0,0,0.000000210454436106156,0,0,0,0,0,-0.0194220556936186
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664450349196615
VIX.INDEX,0,0,0.0187053202352705,0.10085951735118,0.0528370953753039,0,0,0,0.000111325783618294,0,0,0,-5.8954692153967,0
