,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.133398832154241,0.0189894892706761,0.0706192941435969,0.0328917873400634,0.00185139243949691,0,0.0291257808019605,0,0,0,0,0
XRP,0,0,0.226538698950597,0,0.112009403007252,0,0,0,-0.0376978535736089,0,0,0,0,-0.0262272458325388
LTC,0.347991388874819,0,0,0.0760117916431768,0,0,0,0,0.0256759894264034,0,0,0,0,0
DOGE,0,0,0.379920977034505,0,0.188856087270872,0,0,0.0663917651627071,0,0,0,0,0,0
XLM,0,0.073218563647545,0.091765949592513,0.161935270014911,0,0.162156258851723,0,0,0,0,0,0,0,0
DASH,0,0.0737045842745621,0.0958347686748797,0.0520065594906382,0.164489984817132,0,0.0326778004840122,-0.102156961938071,0,0,0,0,0,-0.0350250736976163
XMR,0.327039089884247,0,-0.0340866025711779,0,0,0,0,-0.234758707701616,0.246546949246269,0,-0.426675458247298,0,0,-0.0238156793656667
XEM,0,0,0.119584972496511,0.217528252131024,0,0,0,0,0,0,0,0,0,0.0805045843400287
DGB,0,0,0.0769973762005577,0,0,0,0.0328468093884512,0,0,0,0,0,0,0.153974446123521
BV010082.INDEX,0,0,-0.0159682671648769,0,0,0.00997488126170699,0,0,0,0,0.146449668614346,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.00000000724473228119342,0,0,0,0,0,0,0.0955364917644644,0,0,-0.00558549310996105
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699971190402405
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
