,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0351870982710692,0.0593827519138355,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.00000000000000000173472347597681,0,0.0830116615186811,0,0,0.470372883019555,0,0.165847038797379,0,0,0,0,0
LTC,0.402615531374529,-0.0604370313618046,0,0,0,0,-0.00774597978840282,0,0,0,0,0,0,0,-0.0385583465494991
XRP,0,0,0,0,0,0.0497962197514284,0.123798133487393,0.0689080911147184,0.107502632281475,-0.083997995107725,0,0,0,0,0
DASH,0,0,-0.105611355056552,-0.0719555878110203,0,0,0.118547036967088,0.152479502745136,0,0,0,0,0,0,0.142767298794406
DOGE,0.273412328559669,0,0.0557822814915472,0,0,0,-0.00921544622479668,0,0,0,0.0565239883354961,0,0,0,0.027968167432559
XEM,0,-0.0837016136018934,0,0.208053499128301,0.282280094483258,0,0,0,0,0.0474234130095642,0,0,0,0,0
XMR,0,0.315644639077728,0,0,0,0,0,0,0.201026853016225,0.0635641958499388,0,0,0,0,0
XLM,0.117796340279295,0,0,0.0783013282009533,0,0,0,0.0842852086700235,0,0.0648816526352737,0,0.360520318735843,0,0,0
DGB,-0.246179937669201,0.180553118671783,0,0,0,0,0.19325953107705,0.107305325821821,0,0,0,0,0,0,-0.0548100691392922
BV010082.INDEX,0,0,0,0,0,0.00577289711360039,0,0,0,0,0,0,0,0,-0.062185310520746
CVIX.INDEX,0,0.000000231268742801892,0,0,0,0,0,0,0,0,0,0,0,0,0.047631662352117
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897473752710989
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000626897482681069,0,0.530327378269574,0,0,0
