,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0852589633430118,0.0319196491225271,0.0433952117439966,0,0,0,0.0541577712185661,0,0,0,0,0
XRP,0,0,0.0275925472364155,0,0.120690120913892,0,0,0,0,0,0,0,0,0
LTC,0.535754947165235,0,0,0.0453189767227858,0.0561857799016975,0,0,0.110882973937593,0.0465684554453845,0,0,0,0,0.134159911123366
DASH,0,0.181131606119262,0.0902510576021542,0,0.0121891475838104,0.0866527882566383,0.120549612238612,0,0,0,0,0,0,0
DOGE,0,0,0.0995712377015896,0.22150986239053,0,0.116249346460719,0,0,0,0,0,0,0,0
XLM,0,0.176714973137536,0,0,0.248117925242323,0,0,0,0.0558123416710351,0,0,0,0,0
XMR,0,0,-0.0355996355267742,0.0412448278222128,0,0,0,0,0.375261431908952,0,0,0,0,0
XEM,0,0,0,0,0.220580952136353,0,0,0,0,0,0,0,0,0
DGB,0.194884234485878,0,0,0.0124054512120882,0.0518052049065677,0,0.362347530380247,0.0745458142243046,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.000205209087676296,0,0,0,0,0,0,0,0,0,0,-0.0527742682907269
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840777684136068
DXY.INDEX,0,0,-0.0000000247751458084563,0,0,0,0,0.0000000400040147431875,0,0,0,0,0,-0.0154500109977883
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685864902912252
VIX.INDEX,0,0,0,0,0.0000000109979574229786,0,0,0,0,-0.218054445213922,0.15262445316495,0,-2.68812861778184,0
