,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.640385696118567,0.00199903819128033,-0.00834318331785783,0.0199985701454099,0.0171680402445037,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0973727480505346,0,0,0,0.0182580083395637,0.0992182605115418,0.0583161909518729,0,0.0290218671938222,0.000110492168148544,0,0,0,0,0
LTC,0.456274516694148,-0.00323420798335832,0,0,0,0.0196857966249984,0,0.00226523025315591,0,0.00311002103477176,0,0,0,0,0
DASH,0,-0.153738461550264,0,0,0,0,0.0771826222746316,0,-0.204071998748273,0.165864551352657,0,0,0,0,0
DOGE,0,0.0699276683058027,0,0.468691813196104,0,0,0.00592189494799516,-0.0363393515740448,0.179776651486574,0.0198795072118537,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0.227476194266221,0,0,0,0,0,-0.0325007773123919
XEM,0,-0.0227719696629842,0,0.561721112546839,0.262614562250339,0,0.0278056283785915,0,0.304230559876305,0.0728173634301157,0,0,0,0,-0.0105639374088915
XLM,0,0,0,0,0,0.184902269890874,0,0.0547745530569437,0,0.0628540395756052,0,0,0,0,0
DGB,0.328575604358037,0,0.407240079302917,0,0.248259460891621,0,0,0.0441845575783158,0.175350161548109,0,0,0,0,0,0.0772254365213923
BV010082.INDEX,0,0,0,0,0,0,-0.00137922030810024,0,0,0,0,-0.0267957284878328,0,0,-0.0508771008811539
CVIX.INDEX,0,0,0,0,0.0000000119248978688734,0,0,0,0,0,0,0,0,0,0.0937275335509316
DXY.INDEX,0,0,0,0,0,0,0,0,-0.000000187580602011755,0,0,0,0,0,-0.00960939914323444
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.000000268063802562036,0,0,0,0,-0.123847685811057
VIX.INDEX,0,-0.0140070020392192,0,0,0.0194311682948828,0.0797350036564484,0,0.00348618452814877,0.00000000000000000173472347597681,0.0640115517994832,0,0,0,-1.49938682199909,0
