,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0181672077741824,0,0,0,0.121416736471221,0,0.0542003818221777,0,0.0151742860234401,0.112948094191813,0,0.0210153221891366,0,0,0,0,0,0
ETH,0,0,0.172567978810716,0.0527713813314517,0,0,0,0,0.0919760849895587,0,0.0195376927317612,0.0752233350716251,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0160836093339766,0,0.0784644443467764,0.0968743689351278,0.112591294842605,0,0.0121420266279891,0,0,0.138769517837766,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0388655587644279,0.0265840811417189,0.173146905906332,0,0,0.249808980869619,0,0,0.143224585880373,0,0,0,0,0
EOS,0,0,0.113122069935285,0,0,0,0.291268743902523,0,0,0.207189186146452,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.127999117538735,0,0,0.0401300000957262,0.120068931625464,0.106149175382508,0,0,0,0,0,0.0589433503757667,0,0,0,0,0
ADA,0,0,0.0723841935513012,0,0.0797779785928484,0,0,0.332032144662391,0.00625340348691115,0,0.0669197052507373,0,0,0.0945927063874524,0,0,0,0,0,0
XLM,0,0,0.0346442874955921,0,0,0,0.308968069766426,0,0,-0.000000000000000000867361737988404,0.327764475328942,0,0,0.0467780577724552,0,0,0,0,0,0
MIOTA,0,0,0,0.24279138574797,0,0,0.238762463172755,0,0,0.0000443024412538909,-0.00000000000000000346944695195361,0.0259659355085674,0.177579678874836,0,0,0,0,0,0,0
TRX,0,0,0,0.0893505449427609,0.18678918103279,0,0,0.321779049007285,0.128620643427449,0,0.061509060325192,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0.103979279550708,0.16631846899597,0.105747100696946,0.0289908355705575,0,0.14250580134511,0,0,0.241798122701899,0,0,0,0,0
DASH,0,0,0,0.152243441134289,0,0,0,0.0831613078133295,0.167599204567214,0.0526248026716585,0.0120873602620134,0,0.114933939557652,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0.118430729958768,0.0752906142700478,0,0,0.32985166830341,0,0,0.0224886119979801,0,0,0,0,0
XEM,0,0.0528729378565145,0.0640409216056793,0,0,0,0,0.251943831292189,0.185800872298784,0.019660181184934,0.0534640909084837,0,0,0,0.0975785439642037,0,0,0,0,0
ETC,0,0,0.125749267115039,0.0415676750019953,0.051559260866366,0,0.0344898619847817,0.112352983995411,0,0.0359440563158339,0.176177691648231,0,0,0.101500738532206,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.0473773774210104,-0.0000000000000000000542101086242752,0,0.00404231532952173,0,0,-0.0115392558956809,0,0,0,-0.0273347899325187,0,0,0,0,0,-0.0509196430483829
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0.0000000368872480149039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100857391187759
VIX.INDEX,0,0,0,0,-0.0000107206893911696,0,0,-0.00000825240899329712,0,-0.0000034524671178506,0.0000149512563877544,0,0,0,0,0,0,0,-3.71154263494493,0
