,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0506753655464723,0.168975892847409,0.0145876110678674,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0.368084196175232,0,0.136744369474725,0,0,0,0,0
LTC,0.490275104209349,-0.039153277072023,0,0.00609917279373648,-0.0412121135388352,0,0,0,0,-0.0227663598765679,0,0,0,0,-0.0029764681487843
XRP,0,0,0,0,0,0,0.0389704572656664,0,0,0,0,0,0,0,0
DASH,0,0.0423607805889582,-0.0433775673827738,0,0,0,0.0522117120064634,0,0,0.0490510137699227,0,0,0,0,0.0895885383732113
DOGE,0.308196031060448,0,0.0118758012863972,0,0,0,-0.09679582245435,0,0,0,0,0,0,0,0.0260606710948766
XEM,0,0,0,0.172620063883267,0.137156224415509,0,0,0,0,0,0,0,0,0,0
XMR,0,0.340952813237385,0,0,0,0,0,0,0.120846458501433,-0.0183576624111903,0,0,0,0,-0.125404302544501
XLM,0.179883754838697,0.0138435431909351,0,0.0168843587257065,0,0.0739702989212394,0.0830868760832346,0.0548127616737277,0,0.00389143778334626,0,0.30479139052296,0,0,0
DGB,-0.284426025707909,0.172021839398107,0,0,0.115036904481193,0,0.139708446783466,0.0903163495122356,0,0,0,0,0,0,-0.0913711976035275
BV010082.INDEX,0,0.022424247117197,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741416674865669
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878952476282841
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000127783320078565,0,0.530315909871666,0,0,0
