,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0359703923435593,0.0206497749528457,0.135504298494395,0,0,0,0,0,0,0,0,0,0,0
ETH,-0.498098706184489,0,0,0,0,-0.043727226408985,0.0529914569726822,0.307889733165901,0,0,0,0,0,0,0.147988216128757
XRP,0.267502902010421,0,0,0,0.0601705426777982,0.110991405931767,0,0.00733176909521677,0.132457958064142,-0.0228803394543591,0,0,0,0,-0.173454121755113
LTC,0.700233619679052,0,0,0,0,0.0236832094329747,-0.00521231136318571,0,0.00087416910169254,-0.00104850111097963,0,-0.0278011099290954,0,0,-0.00484432338214388
DASH,0,0.061015797232791,0,-0.189221280569418,0,0,0,0.0891146736398796,0.172093908758639,-0.074960409651653,0,0,0,0,0.18055836020545
DOGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.0889553746033344,0,0,0,0,0
XMR,0,0.336599138171172,0,0,0.0963124878438152,0,0,0,0.188704892375707,0.10854958901407,0,0,0,0,-0.126771700325565
XLM,0,0,0,0,0.0428898914790312,0,0.0774323835234738,0.0406811921479055,0,0.000000000000000000216840434497101,0,0,0,0,0
DGB,0,0,0,0,0,0,0.310051038520184,0.193989552216737,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,-0.0103957184078643,0,0,0,0,0,0,0,-0.103045617912939
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0.00100456629907487,0,0.00275525558540546,0,0.0296749560433799,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000010374538606328,0,0,0,0,-0.0548067845728772
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.000000587848389413825,0,0.379132134974437,0,0,0
