,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.647201982905821,0.0025593016018722,-0.00850552764367941,0.0199088248817039,0.0169022787001349,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0.0969819803748893,0,0,0,0.0265704616131629,0,0,0,0,0
LTC,0.453727299780628,-0.00564455528888264,0,0,0,0.0157814299499154,0,0.003050114073545,0.00992535205341043,0,0,0,0,0,0
DASH,0,-0.1469341551882,0,0,0,0,0.104474891325542,-0.0381477848971018,-0.264232261272844,0.182867011011468,0,0,0,0,0.0926167173886746
DOGE,0,0.0671617076840541,0.110020800654426,0.758307697820872,0,0,-0.000000000000000000867361737988404,-0.0508612531082408,0.194200447902496,0.00616268101462329,0,0,0,0,0.0285384511720451
XMR,0.312854155157648,0.0597189915431483,0,0,-0.0305608667992371,0,0,-0.0310046121212624,0.193269845506701,0,0,0,0,0,-0.0193544878432045
XEM,0,-0.0999137408347671,0,0.56217174100846,0.271624276934544,0,0,0,0.30399929153725,0.0228063866204023,0,0,0,0,0
XLM,0,0,0,0,-0.0416643260546444,0.187084368646233,0,0.0917418659275768,0,0.0636003244358258,0,0,0,0,0.0386585958692593
DGB,0.060021984449895,0.0730666215702629,0.275649337750538,0,0.254203943945909,0,0,0.0559820392984637,0.0982906102352921,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,-0.000793629885085184,0,0,0,-0.000308760586308529,0,-0.0265736199107978,0,0,-0.0496546984020981
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0.000000481976474467098,0,0,0,0,0.0525820120301638
DXY.INDEX,0,0,0,0,0,-0.0000000494830871361278,0,-0.000000270325048544563,0,0,0,0,0,0,-0.00960992578045663
SPX.INDEX,0,-0.000000476370784483643,0,0,0,0,0,0,0,-0.00000194059499136587,0,0,0,0,-0.123850666790912
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
