,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0869367466586397,0.0473250051116673,0.0490921520976963,0,0,0,0.0236505135862698,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.162398131436125,0.149519870250951,0.181057944649321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0.0874661322085294,0,0.107996303531598,0.115791255160435,0,0,0,0,0.0731478004353278,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0.227983158610297,0.265250704155586,0.121507127555671,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0.210795043252633,0,0.283241904579106,0,0.0281016425099132,0,0,0,0,0,0,0,0,0.0440899698447685,0,0,0,0,0
BCH,0,0.234175499633584,0,0.207020002094325,0.118065716704681,0,0,0,0,0.0597041266970576,0.0514626105044294,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0.286218207564592,0,0,0,0,0.251991156445983,0,-0.23896783004822,0,0,0.190420267660466,0.224690889998181,0,0,0,0,-0.203672661581682
XLM,0,0.137087338409686,0,0.00531609170815368,0.0175568594516642,0.0643069953888756,0,0,0,0.273923147589646,0.0169038991708358,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.000000000000000000867361737988404,0.137945610980114,0.111311116988472,0,0.0511041761570237,0,0,0.11754445658791,0,0,0,0,0,0,0,0,0
ADA,0,0.0824636735471696,0,0.194290903450293,0.155329633732069,0.210188186566633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSV,0,0.0918257435374916,0,0.028836065264324,0.131656869286135,0.225560954296376,0,0,0,0.0759393001061968,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0589183593159172,0.181024927036907,0.0797279525063025,0.0118866653352084,0.00774092370191385,0,0.00815323673282442,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0.267717585602048,0.0895432336403125,0,0,0,0.114516134443513,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.271468857239818,0,0,0,0,0.185200363430329,0,0,0,0,0,0,0,0,0,0
MKR,0,0,0,0,0.321697316226703,0,0.109918966181971,0,0,0,0.415823671188059,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157447075720011
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915452133645089
VIX.INDEX,0,0,0,0.00000360731925780375,0,0,-0.000000000000000000000105879118406788,0.0000000000000000000000132348898008484,-0.0000157971050450722,0,-0.000000000000000000000105879118406788,0,0,0,0.00000427741091656589,0,0,0,-2.17647826897062,0
