,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0235000635529854,0,0.14774132305012,0,0,0,0,0.0233449736290335,0.00176366772786891,0,0,0,0,0
ETH,0,0,-0.26853436936922,-1.16139823946111,0,-0.00574743848844743,0.26888149084179,0,0,0,0,0,0,0,0.186039633441892
XRP,0,0,0,0,0,0,0,0,0.0289249056657023,0.0208968643528441,0,0,0,0,0
LTC,0.343340988986551,-0.0133195869202578,0,0,0,0.00937054073108781,0,0.00141108314633182,0.00665754340732478,0,0,0,0,0,0
DASH,0,0,0,0.144292030309314,0,-0.0253911299584701,0.101392420072434,0,-0.267129274989998,0.0705149955355471,0.423722361112957,0,0,0,0.216451502042812
DOGE,0,0,0,0,0,0,0,0,0,0.0403352618821646,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.216945291318835,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0583548770401717,0.152316675177072,0,0.0374655889776304,0,0,0,0,0.186567381152723
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,-0.000000000000000565519853168439,0,0,-0.0000000000000000101101852584273,0,0,0,0,-0.115113474822757
CVIX.INDEX,0,0,0,0,0,0,0,0,0.00000159806230191513,0,0,0,0,0,0.132689233356795
DXY.INDEX,0,-0.00000147529685315616,0,0,0,0,0,-0.0000000000000000000000264697796016969,-0.00000205215820318822,0,0.0766598870849314,0,0,0,0.00836046136741625
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000243162206326099,0,0,0,0,-0.0479992262915844
VIX.INDEX,0,0.000040537766993087,0,0,0,0,0.00000913878261066873,-0.000036784824503841,0.000139622647319983,0.0000310011018042698,0,0.350856824628639,0,-2.3057924415059,0
