,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.138491678131743,0.0266844553319224,0.0554166257681769,0,0.0110075972772707,0,0.0186958452761866,0,0,0,0,0
XRP,0,0,0.2231042794349,0,0.110758363341781,0,0,0,-0.0359679586571117,0,0,0,0,-0.0252438143147869
LTC,0.378543936544011,0,0,0.0737957148020739,0,0,0,0.0157486034771622,0.0558853828428639,0,0,0,0,0
DOGE,0,0,0.37991719330209,0,0.188867568914279,0,0,0.0663865896784397,0,0,0,0,0,0
XLM,0,0.0682802934647244,0.0994575514889089,0.140887798784825,0,0.173260120608527,0,0,-0.000000000000000000433680868994202,0,0,0,0,0
DASH,0,0.0737020110442117,0.0958307292379834,0.0520057787383994,0.164495885151918,0,0.0326803748939732,-0.102160908088017,0,0,0,0,0,-0.0350228421556823
XMR,0.715426397202493,0,-0.0809202753662985,0,0,0,0,-0.256780750575241,0.208906243347962,0,-0.37712162576124,0,0,-0.0230333514578046
XEM,0,0,0.119583841333869,0.217526016507117,0,0,0,0,0,0,0,0,0,0.0805016597359114
DGB,0.179305709007776,0,0.0449877899603188,0,0,0,0.0590047483497459,0.0533983138930633,0,0,0,0,0,0.126237671030471
BV010082.INDEX,0,0,-0.00528785292421137,0,0,0.00686172263706367,0,0,0,0,0.204376807832226,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00000107590681816885,0.000000723466625299381,0,0,0,0,0,0,0.0816390455748401,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699988314970239
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
