,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.485387840078808,-0.00403066905515728,0,0,0.0565555530245326,0.00622642736102756,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0858327871755165,0,0,0,0.0977627335559659,0,0.0400003832272339,0.00945827168673839,0,0.0134157347590389,0,0,0,0,0
LTC,0.392250817101987,0,0,0,0.0136948716929591,0,0,0.000575702211476503,0,0,0,0,0,0,0
DOGE,0,0.0669251986750906,0,0.539939325251459,0,0,0.179825434277977,0,0,0,0,0,0,0,0.0455098297887914
DASH,0,-0.182809850699151,0,0,0,0,0,0,0,0.176855347709858,0,0,0,0,0
XLM,0,0,0,0,0.177377627114881,0,0,0,0.0657450596308302,0.0880349395598505,0,0,0,0,0
XMR,0.267721954104068,0,0,0,-0.0177713016435935,-0.208568928102863,0.306463184400162,0,0.0756150459189261,0,0,0,0,0,0
XEM,0.380777737983659,-0.013812883524358,0,0,0.0577588211782717,0.31333142391697,0,0,0,0.196680129552439,0,0,0,0,0
DGB,0.432054616463384,0,0.448671909894843,0,0,0.0908430386900735,0.139195600749581,0,0.0353275982879778,0,0,0,0,0,0.15658550334661
BV010082.INDEX,0,0,0,0,0,0,-0.00126786629180266,0.00049654087871977,0,-0.0000000000000000000033881317890172,0,-0.0274019467166808,0,0,-0.0506501247256646
CVIX.INDEX,0,0,0,0,0,0,0,0,-0.00000125075471411828,0.00000260697509302486,0,0,0,0,0.0525803489105969
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000177560285441798,0,0,0,0,-0.123847785502132
VIX.INDEX,0,-0.0105349888942087,0,0,0.0863666664092808,0.0143249707830923,0.0114986543028749,0,0.0124972287350421,0.0646982758173242,0,0,0,-1.24555421688665,0
