,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.151791390853749,0,0,0,0.0270087149307772,0.0594426760085988,0,0.0150427720496638,0,0,0,0,-0.00806539472403794
XRP,0,0,0,0,0,0.184181607135537,0,0,0.0579976438064988,0,0,0,0,0,0
LTC,0,0,0,-0.0463107110048324,0,0.0193761664506368,0.0292116347564907,0.123520726586262,0,0.082008835104015,0,0,0,0,-0.0292456280234171
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.194433807204577,0.0147905839399722,0.0143286147379829,0.00661497554020197,0,0.0843044820298658,0.120443570336588,0,0,0.041749675314277,0,0,0,0,0
DOGE,0,0.105008219028513,0.314224840457193,0.0021805480832824,0.0637866572507834,0,0.0975213539955,0.0848619008346701,0,0,0,0,0,0,0
XLM,0,0.0308032614690915,0.173777737443848,0,0,0.436215719125767,0,0,0.0832407017712695,-0.0372011065054856,0,0,0,0,0
XMR,0.969307026640496,0,0.0603937627854546,0,0,0,0.0282694556868971,0,0,0,0,0,0,0,0
XEM,0,0.164826688951248,0,0,0,0,0,0.14790865112692,0,0.169313522577159,0,0,0,0,-0.0504820036887026
DGB,0,0,0.689365090548942,0.0676101190202447,0,0,0,0,0,0,0,0,0,0,-0.106102537010476
BV010082.INDEX,0,0,0,0,0,0,0,0,0.00931833196204277,0,0,0,0,0,-0.039253400334553
CVIX.INDEX,0,0,0,-0.000000645690897357525,0,0,0,0,0.0000000623762147742616,-0.0000000871475251582637,0,0,0,0,0.0969467504000964
DXY.INDEX,0,0,0,0,0,0,0,0,0.00158857275950355,0,0,0,0,0,-0.017006973535311
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840657495290095
VIX.INDEX,0,-0.000000000000000000000211758236813575,0,0,0,0,0,0.00000195582089651028,0,-0.00000411092404241878,0,0,0,-3.22297589639005,0
