,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.00658760124344413,0.0285738290835339,0.0853326392587092,0,0,0,0,0,0.0706844138243367,0,0,0,0,0,0,0,0,0
ETH,0,0,0.16330735838368,0,0,0,0,0.0334707050405662,0,0,0.0464655113159353,0.187222115120744,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0201448379466214,0,0,0,0,0,0.281750057170213,0,0.120474620915066,0,0,0,0,0,0,0
BCH,0,0,0.107740895754244,0,0.113178827765148,0,0,0,0,0,0.0384570657699112,0.180695367282232,0.0448358739931513,0,0,0,0,0,0,0
EOS,0,0,0.119123132375527,0,0,0,0,0.0506778976712478,0,0,0,0.162245650953589,0.218998740282879,0,0,0,0,0,0,0
XLM,0,0,0.116163820324289,0,0,0,0,0.129414366414994,0,0,0,0,0.200960857219798,0,0,0,0,0,0,0
LTC,0,0,0,0.0320263302641189,0,0,0,0.149841463309566,0,0,0.135049758209707,0,0.0292586872746776,0,0,0,0,0,0,0
ADA,0,0,0.100703474614725,0,0.149878852922596,0,0,0,0,0.0346283689958866,0,0.213693165927015,0.184073613876861,0,0,0,0,0,0,0
XMR,0,0,0.128428811866899,0.0404911857744708,0,0,0,0,0,0.107621751501471,0.0978558670842639,0,0.125143650187884,0,0,0,0,0,0,0
DASH,0,0,0.0307676896905412,0,0,0,0,0,0,0,0.061773402085388,0.0282247235307027,0.339144225809769,0,0,0,0,0,0,0
MIOTA,0,0,0.0458187464324557,0,0,0,0,0,0,0,0,0.0937545951545298,0.690716774302689,0,0,0,0,0,0,0
TRX,0,0,0.0534334625455018,0,0.140908180646343,0,0,0.177182049205569,0,0,0.148738748795713,0,0.193612714429159,0,0,0,0,0,0,0
NEO,0,0,0.0524269725296056,0,0.0917961918327572,0,0,0,0,0,0.250984734408559,0.195442015599644,0,0,0,0,0,0,0,0
ETC,0,0.245387169619607,0.0341022749636344,0,0,0,0,0,0,0,0.138479905127351,0,0,0,0,0,0,0,0,0
BNB,0,0,0.0369573957057706,0,0.120226177475427,0,0,0,0,0.0268830520506648,0.030738178745363,0,0.18217723492235,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0258259943767156,0,0,-0.0142761292051058,0,0,-0.0295708860722603,0,0,0,0,0,0,0,0,0,0,-0.0437997320299296
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00448927237941331,0,0,0,0,0,0,0.000611653772227674,0.00068509220632744,0,0,0,0,0,0.0548592972680839,0,0,-0.00457281261324159
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460489225526557
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
