,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0913455537906573,0.0370857878444414,0.0625983125810883,0,0,0.0800675109505458,0,0,0,0,0,0,0
XRP,0,0,0.00143200465187354,-0.036443454896756,-0.0906908570946822,0,0,0,0.0722376592607142,0.0903203880300351,0,-0.220992035969187,0,0,-0.0162750804208631
LTC,0.20900543778361,0,0,0.028364184292061,0,0.545746982733904,0,0,0,0,0,0,0,0,0.00951306154865004
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.20969725806195,0,0.0271779274487816,0.0178386457419419,0,0.237612317159728,0.0307409271773965,0,0,0,0,0,0,0,0
DOGE,0,0,0.138237553699785,0.0114970275133749,0.413787369384196,0,0.0154912893513097,0.0102150271256271,0.0222504763440479,0,0,0,0,0,0
XLM,0,0,0,-0.015065097777462,0,0,0,0.0806159136761072,0,0.158686932800324,0,0,0,0,-0.0130811631731001
XMR,0.986217670641385,0,0,0.0148337589019398,0,0,0,0,0,0.0548089216737666,0,0,0,0,0
XEM,0.844948007607225,0.780955517086493,-0.0645544210629609,0.0459437176728054,0,-0.374213690304151,0,0,0,-0.0633610324365983,0,0.236458659358381,0,0,-0.0105520311068473
DGB,0.783923162385474,0.170197782834139,0.0178073350764993,0.0148309426882502,0,0,0,0,0.0477152611806777,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.00689590952331197,-0.00701463098955281,0,0,0,0,0,0,0,0,0,0,-0.0558698759199279
CVIX.INDEX,0,0,0,0.00877608143096759,0,0,0,0,0,0,0,0,0,0,0.0840972572710054
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242176494166224
SPX.INDEX,0,0,0,0.00000665954229468046,0,0,0,0,0,0,0,0,0,0,-0.071686347522292
VIX.INDEX,0,0,0,0.000035290370935731,0.00000153952748303696,0,0,0.000000000000000000000105879118406788,0,0,0,0,0,-4.49858816124231,0
