,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0764368608225606,0,0.0487753084417905,0,0.0126214506807249,0,0.0408638580461469,0,0,0,0,0
XRP,0,0,0.0406443222691578,-0.0219190867748613,0.225276239815006,0.0853462327842467,-0.116377577641119,0.0167120613031837,0,0,-0.145281993135255,0,0,-0.0322076033223805
LTC,0,0,0,0,0.27126555039732,0,0,0.177820042474631,0,0,0,0,0,0.285767030471465
DASH,0,0,0.0821805481053382,0,0.133417159815717,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.105731343505455,0.358322644602146,0,0.00000000000000000173472347597681,0,0,0.0159066671999492,0,0,0,0,0
XLM,0,0,0,0,0.211290099792273,0,0.0675703570047582,0,0.0981076298912322,0,0,0,0,0
XMR,0.337371242709603,0,-0.0262638847125902,0,0,0.129468243990299,0,-0.051267433583484,0.320101895343705,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.049698245894927,0,0,0,0.164189675617018,0.00000000000000000173472347597681,0.305957001966669,0.0501521027009756,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708886768177092
CVIX.INDEX,0,0,0.00000238995336581997,0,0,0,0,0,0,0,0,0,0,0.0546381991956105
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187469458979398
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664450454511725
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
