,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0530055356373196,0,0,0.0415633404319735,0,0.0215058729007481,0.0654792627362404,0.216564966355366,0,0.104271554730899,0.0903764812565454,0.0159167257579419,0,0,0,0,0
ETH,0,0,0,0.102956184385557,0,0.00611631261589149,0.0589969880266761,0,0.0846177274971385,0,0.0831857754436962,0,0.0716754371090037,0,0.054275551602702,0,0,0,0,0
XRP,0,0,0,0,0,0.0322774347356656,0,0.076528681815411,0,0,0,0,0,0.3300844229898,0.0439029109882896,0,0,0,0,0
BCH,0,0,0,0,0.00831670299570503,0,0,0,0.0792945829483362,0,0.108082827335381,0.18628921970262,0.0539299199461082,0,0.0257481416608079,0,0,0,0,0
LTC,0,0,0,0.144409864581931,0,0,0,0,0,0,0.170666306148115,0,0,0.0993718274889828,0.13339483460728,0,0,0,0,0
ADA,0,0,0.176332045102811,0,0,0,0,0.193587305972737,0.115779431775842,0.0393923236131545,0.00000000000000000346944695195361,0,0,0.0100503444475147,0,0,0,0,0,0
NEO,0,0,0,0.11999179164028,0,0,0,0,0.101640113660154,0,0.112750394409378,0,0.184668336379978,0,0.111823560315558,0,0,0,0,0
XLM,0,0,0.249511034559919,0,0,0,0,0,0.140261482002046,0,0,0,0,0.114221338460002,0.0321799845263531,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.162237173579039,0,0,0.116819071110886,0,0,0.0381056961768765,0.338381661019226,0,0,0,0,0
XEM,0,0,0,0,0,0.159064220267722,0.132729070049193,0,0.155576544364541,0,0,0,0,0.231110574670503,0,0,0,0,0,0
XMR,0,0,0,0,0.127778811208281,0,0.284365837766117,0,0,0,0,0.301576019913684,0.097527734220069,0,0,0,0,0,0,0
DASH,0,0,0.0180483815832753,0.334937094472941,0,0,0,0,0.0889863990961384,0,0.0838887793629462,0,0,0.149748676404629,0,0,0,0,0,0
MIOTA,0,0,0,0.0144355810040452,0,0,0.104496914472291,0,0.145031318278768,0,0.208595690178309,0,0,0.153432244363149,0.153164561476863,0,0,0,0,0
TRX,0,0,0.324507487867103,0.211023109430248,0,0,0,0,0,0.0417800565735526,0,0,0.265181479476367,0,0,0,0,0,0,0
ETC,0,0,0.0440079679614944,0.0133558414808921,0,0,0.305444998190996,0,0.23499818991952,0.0298354191780645,0,0,0,0.127688302086882,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.00000000000000000010842021724855,0,0,-0.00466041865896067,0,0,0,0,0.0173016683650457,0,0,0,0,0,0,0,-0.0479808145347909
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166643478268152
DXY.INDEX,0,0,0,0,0,0,0,-0.0000000255149603070624,0,0,0,0,0,0,0,0,0,0,0,0.00522855966737521
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05446542010437
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
