,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0823247084900879,0,0.128666712850389,0.0179435731412621,0.0084530902264855,0.0161289160606563,0,0.0568591476858397,0,0,0,0,0,0,-0.00659553210807448
ETH,0,0,0,0,0,-0.0987705945416146,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,-0.0138117503516427,-0.0132242541061329,-0.025773117413783,0,0,0.208213965565798,0.022188060706768,0,0,0,0,0.00329406093325867
LTC,0.269792909639602,0.00877223221358741,0,0,0.0000000000000000000000132348898008484,-0.00909939904703029,0,-0.0132368596131517,0,0.00195477911277502,0,0,0,0,0,0
XMR,0.508388986509294,0.438697434029941,-0.335200274217458,0,0,0,0,0,-0.0876753801174924,0,0,0,0,0,0,-0.181984288751639
ETC,0,-0.265162715434945,0,0,-0.0568280377416469,0,0,0,0,0,-0.0584296247759138,0,0,0,0,0
DASH,0,0,-0.0631803807624269,0,0,0,0,0.228179873455279,0,0.128523627156817,0,0,0,0,0,-0.0421603304286096
XEM,0,0.168691112526522,0.0351636389051799,0,0,-0.011016876314324,0.205211669838153,0,0,0,0.0481278189092211,0,0,0,0,-0.0369140155590367
DOGE,0.399282887105264,0,0,0.20279501407861,-0.033974831053139,-0.00498756477800461,0,0.12452614695286,0,0,0,0,0,0,0,0
XLM,0,0.0526951806792425,0.506221895798461,0,0,-0.0473068494824031,0.0678838409838234,0,0,0,0.0258394947175587,0,0,0,0,0
DGB,0.0894131341682266,0.0805046414761322,0.199131837834611,0.287252375680258,-0.0705394631856671,-0.00197370145113897,-0.153967279047322,0.175127596131924,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0.00481269164061894,0,0,0,0,0,0,0,0,0,0.0238936704643941
CVIX.INDEX,0,0,0,0,0,-0.000000372119540772424,0,0,0,0,0,0,0,0,0,0.0771333689740711
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,-0.0000107632061224167,0,0,0,0,0,0,0,0,0,-0.0355353740434552
VIX.INDEX,0,0,0,0,0,0.0279203912501981,-0.0921370982040179,-0.0580134798455951,0,0,-0.0304312841909097,0,0.389725750159269,0,0,0
