,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0101992333309101,0,0.401750869688748,0,0,0.00522227002966118,0.017253844821462,0,0.0034966911499799,0,0,0,0,0
ETH,0,0,0,0,0,0,0.250472027350367,0,-0.419021456187074,0,0,0,0,0,0
XRP,0,0,0,0,0,0.0956528213727516,0,0,0,0.0303117548094089,0,0,0,0,0
LTC,0.430566253373656,-0.00573393779549206,0,0,0,0.0186570729314758,0,0.00284175633041584,0.0110867121052971,0,0,0,0,0,0
DASH,0,-0.111944322171764,0,0,0,0,0.125318532049582,0.0320622667736134,-0.422175010655687,0.101188148582754,0,0,0,0,0.258908494762494
DOGE,0,0.0924435869128411,0.242086973955105,0.955062497688968,0.0606116634477172,0,-0.0508977106601533,-0.0710219381237088,0.247361285716541,-0.00465238883582262,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.209041600318704,0,0,0,0,0
XLM,0,0,0,0,0,0.184364100275802,0,0.108593765382887,0,0.0196958433306661,0,0,0,0,0.0412205947777776
DGB,0,0.0660974789141637,0,0,0.264871033617773,0,0,0.0400343864686754,0.16594820491287,0,0,0,0,0,0
BV010082.INDEX,0,0.0015764599404253,0,0,0,0,0,0.00103252589824116,0,-0.0338285534784724,0,-0.0385994987392187,0,0,-0.0764884516088011
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093728776107472
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000128611924776937,0,0,0,0,-0.112866245715657
VIX.INDEX,0,-0.00865420656954876,0,0,0.0231191134071253,0.0361634682685214,-0.0124964975479606,-0.0126464202260145,0.0119235076209921,0.019040111305994,0,0,0,-3.41612401876672,0
