,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.014581325113846,0,0.098529909833324,-0.00000000000000000173472347597681,0,0,0.16146527712272,0.000962030899069743,0.0013837802330772,0.0139912082338588,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0719863969503254,0.153785165504226,0,0,0,0.189239909266945,0,0.0202735298201762,0,0,0,0,0,0,0,0,0,0
XRP,0,0.16689847403441,0,0.0586993539564849,0.081930643583552,0,0.0535591578666311,0.0872750421654117,0.0738771590768853,0.143066944437513,0,0,0,0,0,0,0,0,0,0
BCH,0,0.101754477203605,0,0,0.175572461142125,0,0,0,0,0.282940386342756,0.0754060805168169,0,0,0,0.0365438577944366,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.378332691539746,0.216765442582332,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0879930654082378,0.258678823471643,0.0184753484625363,0,0,0.0777842559818827,0.0124082283157784,0.0109400554873294,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.142370727975068,0,0,0.298810372886991,0.0462837522312906,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.196223780094596,0.128367263556353,0,0.131000711606882,0,0.0808224962130995,0.0577786558601196,-0.00000000000000000346944695195361,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.0850758487163082,0.186284162323516,0,0.0610965845238389,0.309424043769874,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.136842038315262,0.248346970272466,0,0,0.0300646131982122,0.210490929871908,0,0,0,0.236113348702492,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0794702326682369,0.175642527678902,0,0,0.102987737234872,0.125281385412332,0.0617804402935562,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.265496826558676,0,0,0.0865031917534819,0,0,0.0553231003419146,0.0194528661558243,0,0,0,0.0787311764770759,0,0,0,0,0
XMR,0,0,0,0.189301593805711,0.144825671902587,0,0,0.0716983794625829,0.0454380064347743,0.0477100890961404,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0,0.00953277810604859,0,0,0.215002245408725,0,0.102428581957182,0,0,0,0,0.193471506718341,0,0,0,0,0
ETC,0,0,0.194313622694388,0.140946695280227,0,0,0,0,0.0919284642634551,0.0734361817770043,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0145070426565009,0,0,0,-0.00240164285504697,0,0,0,0,0,0,0,0,0,0,-0.0525367999046924
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0.0106553614016964,0,0,0,0,0,-0.0110934418081079,0,-0.000488966163627206,0,0.00430179203265611,0,0.0150992255932921,0,0,0.0151015714128395
SPX.INDEX,0,0,0,0.0000000720905187993048,0,0,0,0,-0.000000211640010499342,0,0,0,0,0,0,0,0,0,0,-0.0555816181611452
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
