,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.131260616609981,0.0107664602412162,0.076983764094099,0.0270307144945078,0,0.0135643668435228,0.0402302626181835,0,0,0,0,0
XRP,0,0,0.0654814331576055,0.111714861896252,0.0837790212637354,0,0,0,0,0,0,0,0,-0.0391020600254414
LTC,0.341145386574373,0,0,0.0297196062143851,0,0,0.0612946880684876,0.0909519047152162,0.13067290339033,0,0,0,0,0.0960861363356427
DOGE,0,0.0825391930206532,0.175694045381963,0,0.223767217867187,0,0,0.126070769562223,0,0,0,0,0,0
XLM,0,0.0982563021716211,0.0828022585149809,0.193108950127504,0,0.124134349436471,0,0,0,0,0,0,0,0
DASH,0,0.108742760125549,0.0809236901708719,0.0136789989740828,0.103238202822258,0,0.101862023313587,0,0,0,0,0,0,-0.017274764112782
XMR,0,0,0,0,0,0,0,0,0.277589970706546,0,0,0,0,0
XEM,0,0,0.0982275360120848,0.193392950766209,0,0,0,0,0,0,0,0,0,0.184049625597862
DGB,0.285323744691954,0,0.0475038837301971,0.00880633833135382,0,0,0.0848178791470911,0,0,0,0,0,0,0.127794446233988
BV010082.INDEX,0,0,-0.00607345405136219,0,0,0,0,0,0,0,0.105823087680771,0,0,-0.0387923690117768
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525555431271867
DXY.INDEX,0,0,-0.0000000163784627514219,0.0000000104306267249342,-0.00000000770590950518041,0,0,0,0,0,0.0275429952387159,0,0,-0.0154499792979616
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688037867093645
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
