,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.139301050750151,0.0341760587454311,0.0464895588729717,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0441538494817012,0.0816428035913429,0.117565628077683,0,0,0,0,0,0,0,0,-0.0757010245946824
LTC,0.312495893764271,0,0,0.0394855642203719,0,0,0.0454696928243275,0.0556351895669965,0.0896526477096597,0,0,0,0,0.058305604452437
DOGE,0,0.0749231555128614,0.314681661530711,0,0.239755638415716,0.074278772994935,0,0.0883698790437294,0,0,0,0,0,0
XLM,0,0.104892636480563,0.073590087747713,0.215484192788805,0,0.129900162667663,0,0,0,0,0,0,0,0
DASH,0,0.120651697971267,0.0753674738793307,0.0196810562982717,0.113236707065575,0,0.106566273170071,0,0,0,0,0,0,-0.0157241015147348
XMR,0,0,0,0,0,0,0,0,0.277589970706546,0,0,0,0,0
XEM,0,0,0.0967702400732852,0.194327799137084,0,0,0,0,0,0,0,0,0,0.188960186168616
DGB,0,0,0.0788393433128363,0.0363420230418715,0,0,0.0802205538914657,0,0,0,0,0,0,0.121176417675129
BV010082.INDEX,0,0,-0.0241975613553891,0,0,0,0,0.0508766839865601,0,0,0.176249831284088,0,0,-0.0407319943009064
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327547117649959
DXY.INDEX,0,0,0,0.0000000173211040118174,0,0,0,0,0,0,0.104613967172504,0,0,-0.0206416605824316
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685814719586577
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
