,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.10908401995808,0.0390084006600898,0,0,0,0.0436249565251701,0.0190560885344436,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0984475748992086,0.139490815134881,0,0,0.149685405914134,0,0.123121701423686,0,0,0,0,0,0,0,0,0
DASH,0.515577205844413,0.213073894147612,0,0,0,0,0,0,0.216379767976852,0,0.0394208384795678,0,0.0692038036670386,0,0,0,0,0
XMR,0.203817997914475,0.402006081899299,0.0838138974258712,0,0,0,0,0,0,0.000000000000000000216840434497101,0.0357693295872572,0,0,0,0,0,0,0
XRP,0,0,0.00791699755635338,0,0,0,0,0,0,0.071493709758756,0,0,0,0,0,0,0,0
LTC,0,0,0.00414804288840047,0.0488302112111677,0,0,0.0688387361241108,0.0183111041418143,0,0,0.038352893616717,0,0,0,0,0,0,0
ETC,0,0.130824691394511,0.054585136769746,0.0576254506926265,0,0,0,0,0.0379223864999381,0,0.068093685356131,0.0374799672117053,0,0,0,0,0,0
XEM,0.229937597313067,0,0.0794161235275968,0,0.412769029528063,0,0.0300586205025745,0,0.0102210797984616,0,0.235917219825784,0,0,0,-0.402428350998125,0,0,0
ZEC,0,0,0.299525287223702,0,0,0,0.342387442945838,0,0,0,0.0345317165704908,0,0,0,0,0,0,0
DOGE,0,0,0.0176052059436382,0.0914940154788721,0.106935160073518,0,0,0,0.101657579730953,0,0,0,0.00917963150592352,0,0,0,0,0
XLM,0,0,0,0.177104567615303,0,0.36865103026056,0.110536286604749,0,0,0,0,0,0.00896117774910483,0,0,0,0,-0.0961906497125758
NEO,0,0,0.216579338603005,0,0,0,0,0.122265503551904,0,0,0,0,0,0,0,0,0,0
DGB,0.341366706290911,0,0.0849562590949487,-0.159288924819973,0.316266508964602,0,0,-0.0780388408859977,0,0.377112204898918,0,0.251013071080832,0,0,0,0,0,-0.0258808115211803
BV010082.INDEX,0,0,0.0822779214598043,0,0.0993685690052022,0,0,0,0,0,0,0,-0.046757261331008,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0.000000159431873941847,0,0,0,0,0.000000156074752734629,0,0,0.00000000616061656174811,0,0,0,0,0,0,-0.0197247105747368
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
