,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0187466966160788,0,0.042463525483247,0.0738103737296319,0,0,0,0.0172665295995262,0,0.0824618249481711,0.00607377252228386,0,0,0,0,0,0,0,0
ETH,0,0,0.114847958128392,0.0107657226614137,0,0,0,0.112670387181634,0,0.180204054998114,0.0988690986170793,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.0631643039472843,0,0,0,0,0,0.270698967537255,0,0,0.104147684233557,0,0,0,0,0,0
BCH,0,0,0.0963613953464819,0,0.136862630113562,0,0,0.0286000593098242,0,0.120575358159956,0.0929289488763578,0,0,0.0278793604809618,0,0,0,0,0,0
EOS,0,0,0.131277262610477,0,0,0,0,0.1013329809859,0,0,0.310215222683074,0,0,0.091682573110803,0,0,0,0,0,0
XLM,0,0,0.159485912127167,0,0,0,0,0.289857778212204,0,0.122835704162906,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.0163206032213192,0.0423191225829944,0.0313671213056143,0,0,0.150519008135189,0,0.00000000000000000173472347597681,0.130921985468269,0.00844473922809072,0,0.0890576279394856,0,0,0,0,0,0
ADA,0,0,0.141417368531541,0,0.140505519035771,0,0,0,0,0.153953805214379,0.0273162267811247,0.0218026646832357,0,0.154540848479966,0,0,0,0,0,0
XMR,0,0.242188373626809,0.0931703593959816,0.00893777832219404,0,0,0,0,0,0,0.0598026788083274,0.0361464872790955,0,0.109896142025391,0,0,0,0,0,0
TRX,0,-0.00000000000000000693889390390723,0,0,0.144756948627478,0,0,0.290223969561171,0,0,0.272804748696283,0,0,0.0866673275171288,0,0,0,0,0,0
MIOTA,0,0,0.0213679620042579,0,0,0,0,0,0,0.274299541280456,0,0,0,0.574970424134256,0,0,0,0,0,0
DASH,0,0,0.0275352136888522,0,0,0,0,0,0,0,0.0849551854822838,0,0,0.331473537741043,0,0,0,0,0,0
BNB,0,0,0.0198503563632431,0,0,0,0,0,0,0.0403554285739782,0.100339969911962,0.0212732238896333,0,0.16178289477047,0,0,0,0,0,0
NEO,0,0,0.0587045383106442,0,0.003299158728633,0,0,0,0,0.0353846476467803,0.46628664345165,0,0,0,0,0,0,0,0,0
ETC,0,0,0.0961320579098052,0,0,0,0,0,0,0,0.112656530695922,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0393276103608282,0,0,-0.0745303932500318,0,0,-0.0122588505973947,0,0,0,0,0,0,0,0,0,0,-0.0409576471547458
CVIX.INDEX,0,-0.00237692125267486,0.0114575474543997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429189384659382
DXY.INDEX,0,0,-0.00241399276150141,0,0,0,0,0,0,0,0,0.000490768703264931,0,0,0,0,0.0608451966958345,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446069126239724
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399724065225169,0,0,0
