,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.102736193018559,0.0296901299650945,0.0223083217170779,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.122003655313697,0,0.022274513515808,0,0,0,0,0,0,-0.0434007278818222
LTC,0.178209560771983,0,0,0.083327552850104,0,0,0,0.00782986394351021,0.0401718566046538,0,0,0,0,0.0282887660046025
DOGE,0,0.0685861928776435,0.310767489116182,0,0.242659239984128,0.0940957630383961,0,0.093352281038184,0,0,0,0,0,0
XLM,0,0.0809164946705661,0.0601886644902577,0.220147579281852,0,0.174478574155346,0,0,0,0,0,0,0,0
DASH,0,0.0724445139428714,0.0454620291220275,0.03535774700376,0.173293485233954,0,0.078235345385277,0,0,0,0,0,0,-0.0436032041402775
XMR,0.654278577473544,0,-0.0760933798238718,0,-0.0805486427879589,-0.0000000000000000138777878078145,0,-0.0651494432603298,0.233834210528634,0,-0.352487731594029,0,0,-0.112392373957394
XEM,0,0,0.105447372577352,0.188777819694515,0,0,0,0,0,0,0,0,0,0.159663270454656
DGB,0,0,0.0776987697639173,0,0,0,0.0313128225071549,0,0,0,0,0,0,0.154857612469722
BV010082.INDEX,0,-0.00349178201922025,-0.032162778481336,-0.00771934945982378,0,0.0678670565991121,0,0,0,0,0.137011437581517,0,0,-0.00348094762588275
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.000000183471757526777,0.0000000289543408759774,0,0,0,0,0,0,0.0955345786425645,0,0,-0.00558532646069296
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685815222187214
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
