,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0732213524833456,0.113654909012219,0.0531146886717062,0.439255425225443,0,0.0710162169931225,0,0,0,0,0,0
XRP,0.321040124858021,0,0.0394599814951677,0,0,0.276956638812556,0,0.0293331742891809,0,0,0,0,0.0115933385452187
LTC,0.493681641647296,0,0,0,0.0444000024523043,0,0.022300178396782,0.0147622499790739,0,0,0,0,0
DASH,0.637919326447867,0,0.090238843385282,0,0,0,0,0,0,0,0,0,0
DOGE,0.409234770832215,0,0.141813605808052,0.0482307326899155,0,0,0,0.0065518148069614,0,0,0,0,0
XLM,0,0.747941229410566,0,0,0.137684524863623,0,0,0,0,0,0,0,-0.0490294767137251
XMR,0.688285119958555,0,0.0735599929464414,0,0,-0.100173425520186,0,-0.0052740237612686,0,0,0,0,0
DGB,0.660226640009736,0,0.049302001556534,0,0,0,0,0,0,0.226392040255562,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00000105575031081964,0,0,0,0,0,-0.0792628945688658
VIX.INDEX,0,0,0,0,0,-0.000000012141332852737,-0.0000000387361197332697,0,0,0,0,-4.21516850759313,0
