,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0862282092480521,0.0686413426245975,0.418398686787324,0,0.145377754727882,0,0,0,0,0,0
XRP,0.100018194244873,0,0,0,0.243414227713298,0.0349110682361693,0.0327075759951893,0.0485290330982058,0,0,0,0,0
LTC,0.482680360434088,0,0,0,0.0258116988023851,0,0.00945214356229237,0,0,0,0,0,0
DASH,0.653725790524031,0,0.116347487751423,0,0.145459694909231,0,0,0,0,0,0,0,0.0525409624390385
DOGE,0.312057986118208,0,0.169747836629811,0,0,0,0.0422969039345203,0,0,0,0,0,0
XLM,0.238607871586519,0.301749656288529,0,-0.0282779777307655,0.208179357733268,0,0,0,0,0,0,0,-0.0590530523553983
XMR,0.607295753854314,0,0,0,0.280207905491259,0,0,0,0,0,0,0,0
DGB,0.198583975925116,0,0.48352957842622,0,0.221061213360484,0.267093076997275,0,0,0,0.138716776085087,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,-0.0000000116808687208583,0,0,0,0,0,0,0,0,0,-0.0878981921855186
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
