,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.136652014261601,-0.0368192667061013,0,0,0.0194496232353312,0,-0.0125336033226589,-0.00266255654081975,-0.00380774411591026,-0.0244735163303693,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0.0351298654938544,-0.0277382743611499,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.308115763513081,-0.0544075945657465,-0.0114443531004648,0,0,0,0,0,0
LTC,0.258958969102732,0,0,0,-0.023315453238102,0.00295141028619637,0,0,0,-0.00889997520082474,0.00378869881478696,0,-0.0168624079701825,0,0,0,0,-0.00452426377120845
XMR,0,0,0,0,0,0,0,0.217622813168962,0,0,-0.130957923471143,-0.0413848311021317,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,-0.0161179641502605,0,0,0,0,0,0
DASH,-0.0691804814797933,0.0525948635463189,0,0,0.0776541683847833,0,0,0.0295761682189036,0.102120082503388,0,-0.0315794785002321,-0.0259569374111614,0,0,0,0,0,0
XEM,0,0,0,0,0,0.024795843985047,0,0,0,-0.0106169082328604,0.0391486929652802,-0.0377857131725362,0,0,-0.303885740367335,0,0,0
DOGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.155534046768202,0.225818888678913,0,0.0779757265338231,0.0236257560135318,0,0,0,0,0,-0.00498484898282137,0,0,0,0,0,0
NEO,0,0,0,0,-0.260853920138179,-0.164899267335436,0,0.165767162805799,0,0,0,-0.0315997491955343,-0.418805920833723,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,-0.0347751492607367,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.004919562778124,0,0,0,0,0,-0.0455071559957115
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0.00000163560044334521,-0.0000000819636109666113,0,0,0,0,0,0.0664572113884062
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0.000921230664617359,0.0000475703533035203,0,0,0,0,0,-0.011304559452155
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415984422489522
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
