,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0851433959282293,0.0310109636213991,0,0,0,0,0.0320000900886886,0,0.026885630114465,0.199756283376389,0.073614971993418,0,0,0,0,0,0
XRP,0,0,0,0.0743790226741284,0.0694526165613771,0.0261967876101121,0,0,0,0.203830545396974,0.0383209399220562,0.00875633011143785,0,0,0,0,0,0,0,0
ETH,0,0,0,0.168069978689749,0.108387167754113,0,0,0,0,0.0545775521718767,0.0454117286123851,0,0.173711988526262,0.0566593165737595,0,0,0,0,0,0
BCH,0,0,0.149992563578222,0,0.183590499947969,0,0.0942379703936557,0.0875797819383743,0.0420450245927229,0,0,0,0.0973669062996445,0,0,0,0,0,0,0
EOS,0,0,0.191219491642774,0,0,0,0.0704735387622096,0,0,0.350874369779492,0,0,0,0.0809643098164553,0,0,0,0,0,0
XLM,0,0,0,0.110640716540791,0.200366383081373,0,0.0514975563999559,0,0,0,0,0,0.221984318074182,0.0130910432008689,0,0,0,0,0,0
LTC,0,0,0.196503293701922,0,0.119198155148384,0,0,0,0,0.280859916126928,0.0232500246052042,0,0,0.0378101979204741,0,0,0,0,0,0
TRX,0,0,0,0.0590165766432765,0,0,0,0,0,0.561401363163867,0,0.0813941666587827,0,0,0,0,0,0,0,0
BSV,0,0,0,0.64066067902958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.371764530057976,0.0895638393391436,0.177307470828939,0,0,0.146063959793776,0,0,0,0,0.0236518167978289,0,0,0,0,0,0,0
MIOTA,0,0,0.280481393881405,0.0797146472448626,0.125561540628656,0,0,0,0.0256749239843902,0,0,0,0.047481275902426,0.212769216976396,0,0,0,0,0,0
BNB,0,0,0,0,0.0625006220339689,0,0,0,0,0.52899619409869,0,0,0,-0.00000000000000000173472347597681,0,0,0,0,0,0
XMR,0,0,0.0679445750577419,0.100022641167164,0.0807335738959088,0,0,0,0,0.0415110881509363,0,0,0,0.326906231367633,0,0,0,0,0,0
DASH,0,0,0.135171710639499,0,0.127291500328633,0,0,0,0.0266461574268122,0.131959444137157,0,0,0.200711883538904,0,0,0,0,0,0,0
XEM,0,0,0.00998987921400087,0.0732746609676298,0,0,0,0.109043567237927,0.00806146064064943,0,0,0,0.149551287994902,0.125587772948688,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172156439133758
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.0000000000000000000000132348898008484,0,0,0,-0.00000048155534963186,0,0,0,0,0,0,0,0.0169564527040314,0,0,0,-0.00932716838471251
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136630452679035
VIX.INDEX,0,0,0,0,0,0,0,0.0000150064797727246,-0.00000213462553021301,0,0,0,0,-0.00000656988563881632,0,0,0,0,-2.56874174637455,0
