,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0847440472288442,0.082731576004533,0.552868426644959,0,0.143809759429747,0,0,0,0,0,0
XRP,0.0552584625367953,0,0.0678487127592666,0,0.148752777566508,0.0922123269621532,0.0825023830937733,0.0397388182527973,0,0,0,0,0
LTC,0.522192442782991,0,0,0,0,0,0.0503542513246046,0,0,0,0,0,0
DASH,0.673726037494397,0,0.119572580843494,0,0,0,0,0,0,0,0,0,0
DOGE,0.408471884642026,0,0.138305958431667,0,0,0,0.0598999367338086,0.0101203742582788,0,0,0,0,0
XLM,0.142666019429647,0.626162162668765,0,0,0.161790033788978,0,0,0,0,0,0,0,-0.0438778345546928
XMR,0.723665162932559,0,0,0,0.257645364620517,-0.0435617641881351,0,0.0192411666120682,0,0,0,0,0
DGB,0.580438245736379,0,0.0624888397053679,0,0,0,0.142266802438404,0,0,0.166883346545096,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.000000717868292712648,0,0,0,0,0,-0.0792637183928456
VIX.INDEX,0,0,0,0.00000000643126894973804,0,0,-0.00000014260416162881,0,0,0.00000137528236562184,0,-2.85636325914289,0
