,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.194085092366015,0.0339571422416192,0,0,0,0.0643414008887105,0,0,0,0,0,0,0
XRP,0,0,0.131496655513609,-0.0447425443922857,0,0,0,0,0.0323051499089421,0,0,0,0,0,0
LTC,0,0,0,0.0108138104533718,0,0.386479406165721,0,0.0800200788074648,0.0449377406011754,0,0,0,0,0,0.0135776666693367
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0273134208939205,0.0279441592006117,0,0.150073465458371,0.0508459975497076,0,0,0,0,0,0,0,-0.0038589527391086
DOGE,0,0.0332992040788546,0.363968844163719,0.00957032549003181,0.21741566861344,0,0.0733560557182627,0.0237888348974502,0,0,0,0,0,0,0
XLM,0,0.110522628908178,0,-0.0261016464111546,0,0.232837154633895,0,0.182265283632141,0,0.094428837620974,0,0,0,0,-0.0458235990825693
XMR,0.666045291042299,0,0,0.0385140176832262,0,0,0,0,0,0,0,0,0,0,0.0915579589682895
XEM,0.626590788020833,0.263464972109463,0.0303037711451957,0.0249705724804959,0,0,0,0,0,0.102624706428293,0,0,0,0,-0.00468722247990834
DGB,0.967702292529948,-0.0425914622857651,0.0257445708057662,0.00742746804209368,0,0,0,0,0.0352663062485702,0,0,0,0,0,-0.0405540773132361
BV010082.INDEX,0,0,0,-0.00236354075153399,0,0,0,0,0,0,0,0,0,0,-0.0346704200820067
CVIX.INDEX,0,0,0,0.00000315947580019577,0,0,0,0,0,0,0,0,0,0,0.0591931508595062
DXY.INDEX,0,0,0,0.000000232320680729678,0,0,0,0,0,0,0.0127362696730789,0,0,0,-0.0261470313478227
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0811067390784986
VIX.INDEX,0,0,0.0547511778707116,0.00528601037471836,-0.0123878822090819,0,0,0,0,0,0,0,0,-2.3157282797387,0
