,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.199407321809414,0,0.0230560183438129,0.0829363878751494,0,0.0560963485452407,0.059702474114677,0,0,0,0,0,0,0,0,0
ETH,0,0,0.178179776894802,0,0,0.0465042795660109,0.146133395965747,0,0.134479727427529,0,0,0,0,0,0,0,0,0
DASH,0.594988630151278,0.149260177161929,0,0,0,0.0700392921092164,0,0.0379175989292705,0.37430471426917,0,0,0,-0.0281902461060276,0,0,0,0,0
XRP,0.0507400833355173,0,0.0410853410264106,0,0,0,0,0.0139948029386614,0,0.0451608630471694,0,0,0.0297106515963544,0,0,0,0,-0.0603028916860959
LTC,0.120801229362609,0,0.00843632797435212,0,0,0.0394844656585285,0.0688511226250576,0,0,0,0.0788137615047011,0,0,0,0,0,0,0
XMR,0.517333012993471,0,0.1140223999929,0,0.148325870852161,0,0,0,0,0,0.000000000000000000216840434497101,0,0,0,0,0,0,-0.020232433154424
ETC,0,0.164159131946492,0.119525850046235,0,0,0.0517450516887672,0,0,0,0,0.0713627980584332,0.0889212224942027,0,0,0,0,0,0
XEM,0.219137691031873,0,0.0912967008244379,0.152900878094842,0,0,0,0,0,0,0.107953334298073,0,0,0,-0.404185001025602,0,0,0
ZEC,0,0,0.324981907282174,0,0,0,0.234900462247935,0,0,0,0.0130788275907664,0,0,0,0,0,0,0
DOGE,0.273077892298844,0,0,0.0282138807265105,0.0642762152256809,0,0,0,0.0451972547226393,0,0,0,0.0209259424868982,0,0,0,0,-0.0709954402305016
XLM,0,0.0463059143866878,0,0.0754571537923264,0.108163094047698,0.0988279370028211,0.13219813418231,0,0,0,0,0,0,0,0,0,0,-0.0551457894805985
NEO,0,0,0,0,0,0,0.183302984587349,0.0493939606657141,0.0823248509168011,0,0,0,0.0677550055979308,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0625711916602234,0,0,0,0,0,0,0,0,0,-0.0114693577892405,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0.00321276408851485,0.00822787560591504,0,0,0,0,0.00135456922497773,-0.000839236231600027,0,0,-0.00347521951277356,0,0.0482858112739789,0.00824157251213241,0,0,-0.00787314216257515
SPX.INDEX,0,0,0.000000990979003364378,0,0,0,0,0.000000247006198513147,0,0,0,0,-0.00000010012389833887,0.015366239867165,0,0,0,-0.0458285972037097
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
