,BTC,ETH,XRP,LTC,EOS,BCH,TRX,XLM,BNB,BSV,ADA,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.119194559997642,0,0.0157513644939267,0.0720103095129705,0.0937661398853042,0,0,0.0106765209084588,0,0.00473123359496739,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.155574854395823,0.102651605806907,0,0,0,0,0.178739118666009,0,0,0,0.153433010537694,0,0,0,0,0
XRP,0,0.0647864675316898,0,0,0.101770432627147,0.0753992060404503,0,0,0,0,0.158102558914796,0.0276507511994197,0,0,0,0,0,0,0,0
LTC,0,0.0273617201577826,0,0,0.390289719372111,0.10245290894543,0,0,0,0,0,0,0,0,0.175828040225377,0,0,0,0,0
EOS,0,0.19179080661202,0,0.201978929145531,0,0.0480723559486327,0,0,0,0,0.208532886169916,0,0,0,0.0102343648835327,0,0,0,0,0
BCH,0,0.0547778431294082,0,0.192655526965278,0.193199620180571,0,0.0142125820153163,0,0,0.278692782285,0,0,0.107586178049251,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0.2002024790474,0,0,0,0,0.179928931300595,0,0,0,0.207500095844868,0,0,0,0,0
XLM,0,0.182853825953449,0,0.0896231134832719,0.0774857415079521,0.125275181942533,0,0,0,0,0,0,0.058698420457085,0,0.0476465646376604,0,0,0,0,0
BNB,0,0,0,0.240589970300894,0.11711930382666,0,0.158233972636204,0,0,0,0,0,0,0,0.163814921390265,0,0,0,0,0.0246235076226858
BSV,0,0,0,0.0206109267430513,0.0843734611438807,0.372349273181909,0,0,0,0,0,0,0,0.0174668739311945,0,0,0,0,0,0
ADA,0,0.307176793873077,0,0.133478400718556,0.167147287038051,0.0409010674297053,0.00255503471219514,0,0,0,0,0,0,0,0.0921883855368096,0,0,0,0,0
XMR,0,0.170624663468243,0,0,0.233946925085186,0.0439828372008126,0,0,0,0,0,0,0,0.141933939870137,0.123598894584041,0,0,0,0,0
MIOTA,0,0.062433918738096,0,0.0124481211832559,0.49950837214051,0.0199187073919827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.314768370236514,0.115945277971896,0,0,0,0,0,0.0628083855364263,0,0,0.0591140940447037,0,0,0,0,0
NEO,0,0.407597753137726,0,0.00000000000000000346944695195361,0.280113684606606,0,0,0,0,0,0,0,0,0.000935848955429033,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,-0.00054741272666671,0,0,0,0,0,-0.000672753113291358,0,0,0,0,-0.053194664090771,0,0,-0.122033694269277
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128483634479099
VIX.INDEX,0,0,0,0,0,0,0.00000929293615795505,0,0,0,0,0,0,0,0,0,0,0,-2.33998857660058,0
