,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0936617244992059,0.0770274218413667,0.441744727886664,0.00980172839945667,0.146540652995689,0,0,0,0,0,0
XRP,0,0,0,0.0599711451846632,0.225816461511721,0.054927077301698,0.0454475086960035,0.0631318967312789,0,0,0,0,-0.026686195221019
LTC,0.546191669240331,0,0,0,0.0187206464067415,0,0,0,0,0,0,0,0
DASH,0.832551428470063,0.0248965571601251,0.105437234277473,0,0.0605743116853271,0,-0.033741119205326,-0.0265158912053255,0,0,0,0,0.0882001366796972
DOGE,0.342642305035108,0,0.165062280387533,0,0,0,0.0338980542586612,0.00208243589144144,0,0,0,0,0
XLM,0.23862419624638,0.301761787245141,0,-0.0282723621574237,0.207993274479688,0,0,0,0,0,0,0,-0.0590413676430997
XMR,0.600113463589014,0.252675707544038,0.0720558186971908,-0.0947761473626231,0.175865834310614,0,0,0,0,0,0,0,0
DGB,0.34085591083119,0,0.470179784060389,0,0.0659858014245701,0.299719202903914,-0.00000000000000000173472347597681,0,0,0.167419004859882,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.0000000617869947519105,0,0,0,0,0,-0.0792633735231474
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
