,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0353430678782935,0,0.0485424404475821,0,0,0.00689428845873279,0.00406527047012806,0.0226612119431487,0,0,0,0,0,0
ETH,-0.673598836640814,0,0,-0.400533199548667,0.147339093774988,-0.0368397412898269,0.0929035780625783,0.219532736385183,0,-0.00000000000000000346944695195361,0,0,0,0,0.0029664671799374
XRP,0,0,0,0,0,0,0,0,0.0453173064503873,0.0236129400668767,0,0,0,0,0
LTC,0.286031667024107,-0.0205903209016581,0,0,0,0.0149442982010774,0.0071277863997161,0,0.00540969912906895,0,0,0,0,0,0
DASH,0,0.0825937899500391,0,0,0,0,-0.0261037381295032,0.0434015716887658,-0.163071318526779,0,0.283960764391418,0,0,0,0.201759443296604
DOGE,0,0,0,0,0,0,0,0,0,0.0364615347848426,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.208003938114382,0,0,0,0,0
XMR,0,0.216369797296821,0,0,0.251294191493322,0,0,0,0.0913636050061888,0.120266212276338,0,0,0,0,-0.128837444313204
XLM,0,0,0,0,0,0,0.150955352150058,0,0,0.0181400377251102,0,0,0,0,0.0898375040260761
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0022086085551054,0,0,0,0,0.0000000000000000000016940658945086,0,0,-0.0352773661369787,0,0,0,0,-0.089827842712804
CVIX.INDEX,0,0,0,0,0,0,0,0,0.00000250469371820366,0.00000122630598001897,0,0,0,0,0.192245272277868
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.000611997393954741,0,0,0,0,-0.0503683253075357
VIX.INDEX,0,0.00668084728704638,0,0,0.0371597460216746,0.0434789141096029,-0.0234883237329487,0,0.0651965440087302,0.0301568295811612,0,0.820387882568682,0,0,0
