,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.136509242227408,0.103470822285828,0,0,0,0.0337506989175805,0,0,0.0287745047292084,0.061795202636691,0.0680585955310165,0.0514510533287039,0,0,0,0,0
ETH,0,0,0,0,0.123549631638189,0,0,0.0531277623202129,0.043435281197408,0,0,0.156549254174135,0,0.120016818726629,0.0311478152167383,0,0,0,0,0
XRP,0,0,0,0,0,0,0.219598725755937,0,0,0,0,0.199720662843912,0,0,0.130822701946272,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.157540712006396,0.0474845842355324,0.439235036815399,0,0.0828679504369707,0,0,0,0,0,0,0
LTC,0.203980201108349,0,0,0.0913792423642418,0,0,0,0,0,0.13642774428183,0,0.021219488457532,0,0.125368639567184,0.000000000000000000867361737988404,0,0,0,0,0
ADA,0,0,0.127202990390225,0,0,0,0.290768184118579,0,0.0303844297521173,0,0,0.0520971627704449,0,0,0.063267361822856,0,0,0,0,0
XLM,0,0,0.127925837721216,0,0,0.234500285280192,0,0,0.0820840792975078,0,0,0.0782773456102525,0,0,0.0157929480531432,0,0,0,0,0
NEO,0,0,0,0,0,0.102443759514673,0.131308652527748,0,0,0,0,0.100724139908536,0.250248472897141,0,0,0,0,0,0,0
EOS,0,0,0,0.195341393972676,0,0.0160617297583716,0,0,0,0,0,0.193129623445692,0.0564783828166353,0.265606486746867,0.0199974436729038,0,0,0,0,0
MIOTA,0,0,0,-0.0000000000000000000135525271560688,0.295566295848178,0,0,0,0.0654934534502145,0,0,0.104657574274424,0,0.153260719987776,0.00456740258224328,0,0,0,0,0
DASH,0,0,0,0.243003204006728,0,0.01059024191771,0,0,0,0,0,0,0.0454320297256164,0,0.127298685588328,0,0,0,0,0
XEM,0,0,0.0810454385935967,0.0620590157586023,0.104270676500667,0.098240269618415,0.248486193220616,0,0,0,0,0,0,0,0.0277206021530652,0,0,0,0,0
XMR,0,0,0,0.11648510521734,0,0,-0.000000000000000000867361737988404,0.256399640312387,0.0375750843525247,0,0,0,0,0.126411745370578,0.0551268996240331,0,0,0,0,0
ETC,0,0,0,0.126968483330987,0,0.0125113236485758,0,0,0.220176704571466,0,0,0,0,0,0.0269724760880618,0,0,0,0,0
TRX,0,0,0,0.18401450412482,0,0,0.250342112673119,0,0.0262388412669545,0.00446182321381325,0.0642884654543737,0.218702549326477,0,0,0,0,0,0,0,0
BV010082.INDEX,0.0180642234083698,0,-0.00355719778310609,0.0159190033351307,0,0,0,-0.0109031235865941,0,-0.00979843824397943,0.00552694611200196,0,-0.000000000000000000216840434497101,0,0,0,0,0,0,-0.0473604866272956
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00273540920719955,0,0,0,0,0,0,0,0,0,0,0,0.00148826548822297,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0.00000225679047032056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540608901894798
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
