,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.017673178997876,0,0,0,0,0.116057553141006,-0.000000000000000000867361737988404,0.130920969331794,0,0.0202225720895578,0.0818588230816372,0,0,0,0,0,0,0,0.0178378233908394
ETH,0,0,0.0333533932868504,0.165632575521587,0.0506725612927493,0,0,0,0.0492019016725724,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.00110613286059724,0,0.0762722525281222,0.16950730006299,0.183234979315625,0,0.0530659326356622,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.180334545476972,0,0,0.277238788462178,0.112043993223631,0,0.0892330514150565,0,0,0,0,0
EOS,0,0,0.132824206294603,0,0,0,0.270691168974699,-0.00000000000000000346944695195361,0,0.200032803944757,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.0991917248521372,0.0594986875866861,0,0,0,0.100918480585866,0,0,0.127212344841214,0.0191282176562143,0,0.0536873117487661,0,0,0,0,0
ADA,0,0,0.065243315341693,0,0.0781736008333772,0,0,0.313957459144841,0.189266753564421,0,0,0,0,0.0563520394103321,0,0,0,0,0,0
XLM,0,0,0.0719153670917301,0,0.0593313765597159,0,0.334984845081821,0,0,0,0.139891967760371,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.00243329898051229,0.122910162885527,0,0,0.246563861866921,0,0,-0.000000000000000000216840434497101,0,0.108420967769635,0.224867314553333,0,0,0,0,0,0,0
TRX,0,0,0,0.392085630834871,0.0242917333204584,0,0,0.133685216441926,0,0,0.142272455390425,0,0.0554937276705701,0,0,0,0,0,0,0
NEO,0,0,0,0,0.05471148373779,0,0.0000000000000000138777878078145,0.292939500169568,0.38081346785446,0.000832470189150569,0,0,0.0597901665560681,0,0,0,0,0,0,0
DASH,0,0,0,0.18102793002846,0.0181421809391721,0,0,0,0.249305440491006,0.0292089892498544,0,0,0.0191990515732902,0,0,0,0,0,0,0
XMR,0,0,0,0.153078977029493,0,0.0888697607005416,0,0.0320492869695159,0.205761225112863,0,0.0418679665467181,0.087513480084842,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0957882535146093,0.217049139772248,0.263985278393973,0.0155904354828709,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0.156767433830805,0.0835697489082279,0.0506517845153784,0,0,0.155134987274039,0.112807931504215,0.0559291141995623,0,0.00578672205678786,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.0295936315325988,0.00767151282386513,0,0,0,0,-0.0188721496562867,0,0,0,-0.0153900441069589,0,0,0,0,0,-0.0484833303355642
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,-0.0000000564809593639121,0,0,0,0,0,0,0,0,0,0,-0.100857580058586
VIX.INDEX,0,0,0,0,-0.000000642164276381832,0,0,0,0,-0.00000374304643650623,0.00000721591175672136,0,0,0,0,0,0,0,-3.8770063798041,0
