,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0930399233950507,0.0404336975765912,0.0395519518687258,0.0342416575250016,0,0,0,0.0292662937855261,0,0,0,0,0.0182975877475321
XRP,0,0,0,-0.0361045274623872,-0.13203485192874,0.351421671173007,0.0496533193290555,-0.0299421835916,0,-0.0150456311094648,0,-0.183143497155572,0,0,-0.0421882911348736
LTC,0,0,0,0.0355621019368244,0,0.56416049554808,0,0,0.178807751947632,0,0,0,0,0,0.228175096710073
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.197197952332068,0,0.0674291048920417,0.0200379673027854,0,0.139217854818823,0,0,0,0.000000000000000000867361737988404,0,0,0,0,0
DOGE,0,0.136967563938728,0.172657441432871,0.0231476767993834,0.300170301450167,0,0,0,0,0,0,0,0,0,0
XLM,0,0.101236049859553,-0.0129946244077167,-0.0224583769507746,0,0.253061724706604,0,0.0745456498259625,0.0495521305468958,0.111602328706619,0,0,0,0,0
XMR,0.447812415432636,0,-0.0168351243103496,0.0367397491232829,0,0,0,0,-0.0703566857462506,0.329624025247722,0,0,0,0,0.0236097194703256
XEM,0,0,0,0.0492128204668408,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.0237115874138006,0.0373420899324048,0,0.121693285921625,0.108123012182319,0.14648006877499,0.061528871491878,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.010799770898873,-0.0174991695216978,0,0,0,0,0,0,0,0,0,0,-0.0674809869415963
CVIX.INDEX,0,0,0,0.0111238735403506,0,0,0,0,0,0,0,0,0,0,0.0506184133280818
DXY.INDEX,0,0,-0.00000036800662867376,0.00252526440144207,0,0,0,0,0,0,0,0,0,0,-0.0187461496391522
SPX.INDEX,0,0,0,0.0036166372531154,0,0,0,0,0,0,0,0,0,0,-0.0654081299488867
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
