,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0900991871458995,0.0610915780079147,0.631600001124596,0,0.0350090332462232,0,0,0,0,0,0
XRP,0.324005391238655,0,0,0,0,0.113676667969053,-0.000000000000000000433680868994202,0.0569985478114405,0,0,0,0,0
LTC,0.536426314232548,0,0,0,0,0,0.0381124522326908,0,0,0,0,0,0
DASH,0.665460975384663,0,0.127996108872813,0,0,0,0,0,0,0,0,0,0
DOGE,0.487229250539139,0,0.133517413594777,0,0,0,-0.00000000000000000346944695195361,0.00855813957513459,0,0,0,0,0
XLM,0.103244144966293,0.591482536829892,0,0,0.129181461424617,0,0.0460478975204419,0,0,0,0,0,-0.0206348997588335
XMR,0.657235683789567,0,0,0,0.275342587286725,0,0,0.0120408713920397,0,0,0,0,0
DGB,0.659536171988969,0,0.0608770810102921,0,0,0,0,0,0,0.218199307256976,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878966986966483
VIX.INDEX,-0.0000000814669891871804,0,-0.0000000382991780255184,0,0,0,0,0,0,0.0000000542921258783168,0,-4.46588212611442,0
