,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.000000000000000000867361737988404,0,0.591571103064457,0,0,0.0189115424564719,-0.000000000000000000216840434497101,0.0182767296992162,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.225712418941891,-0.20148031085049,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0.123987008263632,0,0,0,0.0260323654686205,0,0,0,0,0
LTC,0.465306295608266,-0.000913686183890582,0,0,0,0.0227974371652264,0,0.0122656150253978,0,0.00175066335042524,0,0,0,0,0
DASH,0,-0.168709679239312,0,0,0,0,0.179587525004232,-0.413171167898324,0,0.268771821942764,0,0,0,0,0.204798494204907
DOGE,0,0.0846926681977476,0.0290116509566595,0.604633231900802,0,0,0,0.18947452185981,-0.0504995437749814,0.0196048096338812,0,0,0,0,0
XMR,0.358475230420835,0.0912968644269358,0,0,0,0,0,0.136251761061305,-0.0605238917108998,0,0,0,0,0,0
XLM,0,0.000000000000000000867361737988404,0,0,-0.0450290131653869,0.177681218424551,0,0,0.123306422159949,0.0664098096926625,0,0,0,0,0.0735910372512624
XEM,0,-0.0303547018152182,0,0.450155000101817,0.307035006585865,0.047120558277155,0,0.195094972136452,0,0.145895837997054,0,0,0,0,-0.152066040548365
DGB,0.183966910394015,0.0463024225333795,0.420176736596752,0,0.173805695078798,0,0,0.0466213762859241,0.0662049054405998,0,0,0,0,0,0.156226595990986
BV010082.INDEX,0,0,0,0,0,-0.00000000000000000010842021724855,0,-0.00425531001384926,0,0,0,0,0,0,-0.0960279322925843
CVIX.INDEX,0,0,0,0,0,0,0,0.000000431494027735515,0,0.00000231242932215263,0,0,0,0,0.132698950939218
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.000000623234929150388,0,0,-0.00000535806433651107,0,0,0,0,-0.139505175223954
VIX.INDEX,0,0,0,0,0.00313878486367958,0.012650550799593,0.0000717943470539351,0,-0.00136484681785295,0.0547324338749522,0,0,0,-2.57526201870675,0
