,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.351709559502648,0,0,0,0.0149913221277169,0.147332084018325,-0.000475034983219573,0.0331657903752448,0,0,0,0,0
XRP,0.113781425292419,0,0,0,0.259908208981574,0,0.192113724652637,0,0.014096809936499,0,0,0,0,0,0
LTC,0.554392380885031,0,0,0,0.0520649127846228,0.0141966747647102,0,0,0.00616981287325511,0,0,0,0,0,-0.0388874461475969
ETH,0,0,0,0,0,0,0,0.173345234105589,0,0.145742457684539,0,0,0,0,0
DASH,0,0.114857222238654,0.207176707535643,0,0,0.226303712253743,0,0,0,0,0,0,0,0,0
DOGE,0.0516764328034743,0,0.499107736549046,0,0,0,0,0,0.049746040140617,0.0165833422192757,0,0,0,0,0
XLM,0,0.270600891190957,0.0585191067360503,0,0,0.0315947815180305,0,0,0,0.0277576300914109,0,0,0,0,0
XMR,0.361645949753304,0.0414408917549445,0,0,0,0,0,0,-0.0720429590546501,0,0,0,0,0,0
XEM,0,0.261747347017676,0.174209305196945,0,0,0.437838776066735,0,-0.0792493577463279,0,0.333774076170727,0,0,0,0,0
DGB,0.0973127393856091,0,0.194501349023553,0.162642758124481,0,0,0.198706560610619,0,0.0711703843665702,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0.0134456466448916,0,0,0,0,0,-0.0179263238543481
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0.000000450065822248691,0,0,0,0,0,0,-0.0134149642037922
SPX.INDEX,0,0,0,0,0,0,0,0,0.00000016512436601306,0,0,0,0,0,-0.0719371938597632
VIX.INDEX,0,0.0237415069232266,-0.0221412051048263,-0.00372887995796224,0,-0.000163984668961129,0,-0.00551926954040451,-0.00156307849551791,0.00328062000993611,0,0,0,-3.93448821905714,0
