,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00970628088354876,0,0.0473958107340383,0.0722495273210103,0,0.0153091525305193,0,0.0212278657996655,0,0.0909214805872622,0,0,0,0,0,0,0,0,0
ETH,0,0,0.155162982739158,0,0.00102230286875648,0,0,0,0,0.264910190268001,0.011932672129052,0,0,0,0,0,0,0,0,0
XRP,0,0.107860679400885,0,0,0.0967295254255586,0,0,0,0,0,0.234620988069783,0,0,0.054112480365305,0,0,0,0,0,0
BCH,0,0,0.0955021776100199,0,0.114532223658148,0,0,-0.00000000000000000173472347597681,0,0.160287755133818,0.0538093366912199,0,0,0.0379417446154411,0,0,0,0,0,0
EOS,0,0,0.155967261035636,0.0788724030013089,0,0,0,0,0,0.0636736912560666,0.101667638687087,0,0,0.0664761423041609,0,0,0,0,0,0
XLM,0,0,0.109716665180616,0,0,0,0,0.271869548498056,0,0.129952891656873,0,0,0,0.0659704336130988,0,0,0,0,0,0
LTC,0,0,0.0263740198416454,0.0164631348666269,0.0465674893935477,0,0,0.0975365662566897,0,0.0131584873167396,0.0269010816171805,0,0,0.108125419193521,0,0,0,0,0,0
ADA,0,0,0.165384494212124,0,0.0911903783580234,0,0,0,0,0.196280316946906,0,0,0,0.140119100892716,0,0,0,0,0,0
XMR,0,0,0.138712542701759,0,0,0,0,0,0,0,0.138809725059541,0,0,0.129201601118453,0,0,0,0,0,0
TRX,0,0,0,0,0.0855263311423497,0,0,0.288086535742813,0,0,0.223288490132176,0,0,0.0840783469101238,0,0,0,0,0,0
MIOTA,0,0,0.0784516536637709,0,0,0,0,0,0,0.245348551363498,0,0.101119837009391,0.140983684590305,0.461887483836825,0,0,0,0,0,0
DASH,0,0,0,0,0.120745615138075,0,0,0,0,0,0.212848290385714,0,0,0.157317740068833,0,0,0,0,0,0
BNB,0,0.0853483678338328,0,0,0.0413812312584465,0,0,0.0527781801914078,0,0,0.0691754653932149,0,0,0.144606441526001,0,0,0,0,0,0
NEO,0,0,0.0588683903074387,0,0.105534940084624,0,0,0,0,0.066171925459672,0.404057396588304,0,0,0,0,0,0,0,0,0
ETC,0,0.039515755220635,0.0897454070660524,0,0,0,0,0,0,0,0.108802926492353,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0297723283190484,0,0,-0.0324789055215617,-0.00944311318825623,0,-0.0182312722483102,0,0,0,0,0,0,0,0,0,0,-0.0458588330078465
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00363483581075952,0,0,0,0,0,0,0,0,0.000751454586890193,0,0,0,0,0.0396621262595956,0,0,-0.00317302244320076
SPX.INDEX,0,0,0,0,0,-0.0000000715374918361998,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044607032339921
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
