,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.133113537654492,0.00019152597211295,0,0,0.0184312793837469,0.0627857897252751,0,0.0395137871629125,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.176280740181047,0.00000000000000000693889390390723,0,0,0,0.0822594948940695,0.206925048257868,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.041659131352744,0.178806843588694,0,0,0,0.207078382417885,0.0616813726481569,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.314238640519605,0,0,0.120718580055784,0.00426638543343269,0.187656031567972,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.414353736771121,0,0.0178062123860738,0,0,0.180518710930314,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.0685345120102297,0,0,0.424675468543617,0.086778412809272,0,0,0,0,0,0.0500209428906809,0,0,0,0,0
LTC,0,0,0,0.354677852843102,0.0326861972323757,0,0,0,0.0983678592677123,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.331455770687053,0,0.203618912688231,0,0,0.160695029136298,0,0,0,0,0,0.107476312517445,0,0,0,0,0
MIOTA,0,0,0,0.226503506922334,0.0433455689343401,0,0,0,0,0,0,0.553025086134694,0,0,0,0,0,0,0,0
TRX,0,0,0,0.238672113245637,0.153664542479399,0.0874417943999822,0,0.042481984469102,0.073049701155016,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.471619334324132,0,0,0,0,0,0,0,0.0943617596638844,0,0,0,0,0,0,0,0
NEO,0,0,0,0.219194541428551,0.0828982513268645,0,0,0,0.327990051938711,0,0,0,0,0,0.0714724734374383,0,0,0,0,0
DASH,0,0,0,0.239977635287115,0,0.175022561040998,0,0,0,0,0,0.00309268501188453,0,0.0551780969020512,0,0,0,0,0,0
ETC,0,0,0,0.326295687381996,0,0,0,0,0.0651004965371967,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.0825101938586033,0.144533236515602,0.0567923763434966,0,0.180272985100329,0.0232167172112503,0,0,0.036074283293373,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851350527606094,0,0,0,0,-0.0598317726842595
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497081599369017
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
