,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.084744047228844,0.082731576004533,0.55286842664496,0.00000000000000000173472347597681,0.143809759429746,0,0,0,0,0,0
XRP,0.0282480569694841,0,0,0,0.124240325207548,0.128488582480691,0.0773678050537957,0.029151374104716,0,0,0,0,0
LTC,0.522192442782991,0,0,0,0,0,0.0503542513246046,0.000000000000000000216840434497101,0,0,0,0,0
DASH,0.637769460056814,0,0.122892021970968,0,0,0,0,0,0,0,0,0,0
DOGE,0.310652830006568,0,0.17053378614574,0,0,0,0.0680309654916143,0,0,0,0,0,0
XLM,0.319450726232599,0.3658080447358,0,0,0,0,0,0,0,0,0,0,0
XMR,0.523330596484585,0.158460271968237,0.0336941704485797,0,0.25597503319221,0,0,0,0,0,0,0,0
DGB,0.533784623977166,0,0,0,0.0700874515881297,0,0.191156914875961,0,0,0.17036648897083,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,-0.0000000432611155205392,0,0,0,0,-0.0735602170260325
VIX.INDEX,0,0,0,0,0,0,-0.000000485168216013069,0.000000073483717140336,0,0.00000010481255354481,0,-3.41562221668316,0
