,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.142182307618258,0.0181098184682208,0.0703018335552934,0,0,0,0.013216314187592,0,0,0,0,0
XRP,0,0,0.0451093605944419,0,0,0,0,0,0,0,0,0,0,0
LTC,0.175520660872477,0,0,0.0972936313658136,0,0,0.0273266212681704,0.0317164775901607,0.107389213248524,0,0,0,0,0
DOGE,0,0.0740425542409274,0.31135292646453,0,0.238710218029077,0.0823507469537902,0,0.0966323721952247,0,0,0,0,0,0
XLM,0,0.127570905424378,0.0559145920651938,0.246050688152309,0,0.138125210128236,0,0,0,0,0,0,0,0
DASH,0,0.0717841245860718,0.0660954470688,0.0386055407714873,0.172099547189384,0,0.0584886873670735,-0.0351012208944218,0,0,0,0,0,-0.0351754511766143
XMR,0.410681314624876,0,-0.0406315573692127,0,0,0,0,0,0.0948165104031437,0,-0.396515628356129,0,0,-0.142843581972834
XEM,0,0,0.128213843407866,0.200953384646112,0,0,0,0,0,0,0,0,0,0.0845152557387907
DGB,0,0,0.0772024804877636,0.0180641945908041,0,0,0.0388116257778683,0,0,0,0,0,0,0.142598868809419
BV010082.INDEX,0,0,-0.0158350605596762,0,0,0,0,0,0,0,0.15866474454941,0,0,-0.0097486842689303
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.000000190614220100161,0,0,0,0,0.0000000624829151224682,0,0,0.077508454589045,0,0,-0.0154494070252471
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664454757152619
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
