,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0333827422580054,0.0212587499394084,0.140097951138041,0,0,0,0,0,0,0,0,0,0,0
ETH,-0.600510119976425,0,0,-0.101540110824955,0,-0.0810842513098091,0,0.292545987005631,0,0,0,0,0,0,0.143432672818457
XRP,0.633706455745567,0.0359101018794099,0,0,0,0,0,0.00574069830122549,0.0270670332660108,-0.00401779980943096,0,0,0,0,-0.0492393505790018
LTC,0.449646536612698,-0.0179889687122238,0,0,0,0,0,-0.0000000000000000000542101086242752,0,-0.0032681506605111,0.0214626982323085,0,0,0,0
DASH,0,0.0332847032937258,0,-0.316104527508605,0,0,0,0.0685871803707833,0.115082157206687,-0.0813398748977392,0,0,0,0,0.147312339050549
DOGE,0,0,0,0.12598505199029,0,0,-0.00259974686890653,0,0.00229184584149764,0,0.271631499580878,0,0,0,0.0590180730592162
XEM,0,0,0.155193442927077,0,0,0,0,0,0,0.0773112707451898,0,0,0,0,0
XMR,0,0.207682939790058,0,-0.0452163310090622,0,0,0.0791097107301488,0,0.748582955864096,0.114560630686749,0,0,0,0,0
XLM,0,0,0,0,0.050077699159097,0,0,0.0925890350801442,0,0,0,0,0,0,0
DGB,0,0.128477458081612,0,0,0,0,0.426372506765096,0,0,0,0,0,0,0,-0.0958992669702656
BV010082.INDEX,0,0.027787945010462,0,0,0,0.0278536421718193,-0.023342106183456,0,0,0,0,0,0,0,-0.137595728539318
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.00270976410200581,0,0,0,0.00204959600912189,0,0.00289326661729268,0,0.0387901031242218,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0.00000000000000000000000165436122510606,0,-0.000000968693617170644,0,0,0,0,-0.0720138286578529
VIX.INDEX,0,0,0,0,0,0.000138593711162483,0,0,0,-0.0000685737292887628,0,0.441490624309518,0,0,0
