,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0392911014694271,0.00826205915103539,0.12004579182557,0,0,0,0,0.0211518013587068,0.00336238043448985,0,0,0,0,0
ETH,-0.490258015140508,0,0,-0.158708864661991,0,-0.0506302153678777,0,0.330540007568219,0,-0.0089645470491369,0,0,0,0,0
XRP,0.199015824329488,0.0547207467216976,0,0,0.073051769700839,0.0469134076140578,-0.0157820948303188,0,0.124347608274193,0,0,0.0216532667804538,0,0,0
LTC,0.465600702448372,-0.0170940730793327,0,0,0,0.00608159140089318,0.00313756633688204,-0.0129166727150839,0.00973649614018125,0,0,0,0,0,0
DASH,0,0.13580981046178,0,-0.07788036457162,0,0,-0.0578148229060847,0.101305743068381,0,-0.0384349337989957,0,0,0,0,0.116662986806718
DOGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.0636071145120722,0,0,0,0,0
XMR,0,0.310191612319842,0,0,0.411160224196402,0,0,0,0,0.0534015386843128,0,0,0,0,0
XLM,0,0,0,0,0,0,0.113913993893211,0,0,0,0,0,0,0,0
DGB,0,0.0979890955885541,0,0,0,0,0.147211155768183,0.182110085594034,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119092475143506
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696263289315394
DXY.INDEX,0,0,0,0.0039546009108873,-0.00978598715984021,0,-0.00135026239728134,0.00222502723155216,0.000953403851282176,0.0049757875512584,0,0.0507018004515041,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000128274631551359,0,0,0,0,-0.0548051696319945
VIX.INDEX,0,0.00144306589995736,0,0,-0.00653447444450057,0.0107240003117709,0.00041229405344158,0,-0.00276231453150023,-0.00631540481599646,0,0.365968130285907,0,-1.10121381408138,0
