,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.278543892877436,0.000827786652291048,0,0.0506202810301211,0,0,0,0,0,0,0,0,0
ETH,0.196109723062492,0,0,0,-0.0933304014992088,0,0.00433460815978565,0.185877223322976,0,0,0.151715415068185,0,-0.188025166784143,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.56611026901978,0,0,0,0,0,0.0036901427083936,0,0,0,0,0,0,0,0,0.00000000000000000010842021724855
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.138168637590175,0.0622929210335024,0.137421675456124,0.0438446979955442,-0.00708727280530313,0,-0.0449879431935952,0,0,0.0383880593863169,0.0563008391060797,0,0,0,0,0
XEM,0.471043021704864,0,0,0,-0.0215978391915323,0,0,0,0,0.299387720780697,0.0290992825585146,0,0,0,0,0
DOGE,0.303763168771129,0,0,0,0,0,0.0457463088749325,0,0,0,0.0224334271046634,0,0,0,0,0.015197173198027
XMR,0.518396133159303,0,0,0.0280994797519679,-0.0132489113889181,0,-0.0350682845970184,0.129315597236744,0,-0.0430113599006451,0,0,0,0,0,0
XLM,0.0107160162870183,0,0,0,0,0,0.181989422931612,0.21619512298747,0,0,-0.0281454518395038,0,0,0,0,0
DGB,0,0.153276585847386,0,0.104010620078,0,0,0.075053810160798,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.00242960898549199,0,0,0,0,0,0,0,0,0,0,-0.0624650585360372
CVIX.INDEX,0,-0.0000125001806085714,0,0,-0.0181940364848212,0,0.0000022827655653006,0,0,0,0,0,0,0,0,0.231251431610152
DXY.INDEX,0,0,0,0,-0.000419662736324978,0,0.000000025255438535711,0,0,0,0,0,0.035701343507542,0,0,0
SPX.INDEX,0,0,0,0,0.000591468389824791,0,-0.000533367085438382,0,0,0,0,0,0,0,0,-0.0625668545305554
VIX.INDEX,0,0,0,0,0.0505836151968339,0,0,0,0,0.00000324415263927064,0.0000010040817575287,0,0.445934817366685,0,0,0
