,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0,0,0.0614613532915106,0.0992026208893778,0,0.0401079190850639,0.203947697287544,0.055942457707135,0,0,0,0,0,0,0
ETH,0,0,0.0753181075655146,0.0935178400882376,0.0303873620126621,0,0,0,0.0704473580948923,0,0.109038255174803,0.0417917725440144,0.089273651364331,0,0,0,0,0,0,0
XRP,0,0,0,0.0392497274518311,0.0273808059172212,0,0.0163444042282617,0.157715929913455,0.0956311268608706,0,0.0884362116650364,0.0738416078305843,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.2265608462183,0,0,0.0299442721496797,0.333233601184402,0,0,0,0,0,0,0
EOS,0,0,0.222658834018025,0,0,0,0,0.0570054176491394,0,0.166818967361188,0,0,0,0,0.0318802537447267,0,0,0,0,0
LTC,0,0,0.0812214986483641,0.0465456299457668,0.0486363504947389,0,0,0,0.149418359045997,0.02051151392587,0,0.0919485663731791,0.118922975706407,0,0.00000000000000000173472347597681,0,0,0,0,0
ADA,0,0,0.13050490779158,0,0.0299503096475854,0,0,0.297394512316204,0.0630350389251944,0,0.0675615026845074,0,0,0.0649709187315336,0,0,0,0,0,0
XLM,0,0,0.249416536638975,0,0,0,0.18987110724446,0,0,0,0.159218640908858,0.0476777274562312,0,0.0482304076202344,0.012307004030823,0,0,0,0,0
MIOTA,0,0,0,0.154703990975192,0,0,0.220052493894987,0,0,0,0.0409083333186452,0.224329253186292,0.141178648555953,0,0,0,0,0,0,0
TRX,0,0,0,0.531807004413976,0,0,0,0,0.00588789887039523,0,0.13273150494762,0.0656832456920654,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0354569572183568,0,0,0.212022374663533,0.405006975851252,0,0,0.0793647957416328,0,0,0.0643330702157401,0,0,0,0,0
XMR,0,0,0,0.126755366239148,0,0.105648523461547,0,0.0817664883435364,0,0,0.199892943955307,0,0.13995111833798,0,0,0,0,0,0,0
DASH,0,0,0,0.161071278021635,0.023847539187183,0,0,0.0256732489102849,0.214358724182357,0.0367583354313774,0,0.0188490696161561,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0207937715115004,0.254428809121162,0.205815546393616,0.0293985827976144,0.0707586514113512,0,0,0,0.0866842748954179,0,0,0,0,0
ETC,0,0,0.0349827079416716,0,0.114962515533472,0,0.0313464157357911,0.251717330574595,0.188836739963557,0.0596838794347828,0.0699655678527383,0,0.0274689894660109,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212843413387701
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0.0000000486642650296173,0,0,0,0,0,0,0,0,0,0,0,-0.100857305944521
VIX.INDEX,0,0,0,0,0,0,0.000000785592919165939,0,0,-0.00000797991993317438,0,0.0000155701190987592,0,0.00000924729403692969,0,0,0,0,-3.87701165150591,0
